Instance,original clu. VIG,original clu. LIG,original mod. VIG,original mod. LIG,original mod. VCG,original mod. LCG,original parity,lr0.3_wd0.01 clu. VIG,lr0.3_wd0.01 clu. LIG,lr0.3_wd0.01 mod. VIG,lr0.3_wd0.01 mod. LIG,lr0.3_wd0.01 mod. VCG,lr0.3_wd0.01 mod. LCG,lr0.3_wd0.01 parity,lr0.3_wd0.1 clu. VIG,lr0.3_wd0.1 clu. LIG,lr0.3_wd0.1 mod. VIG,lr0.3_wd0.1 mod. LIG,lr0.3_wd0.1 mod. VCG,lr0.3_wd0.1 mod. LCG,lr0.3_wd0.1 parity,lr0.3_wd0.5 clu. VIG,lr0.3_wd0.5 clu. LIG,lr0.3_wd0.5 mod. VIG,lr0.3_wd0.5 mod. LIG,lr0.3_wd0.5 mod. VCG,lr0.3_wd0.5 mod. LCG,lr0.3_wd0.5 parity,lr0.01_wd0.01 clu. VIG,lr0.01_wd0.01 clu. LIG,lr0.01_wd0.01 mod. VIG,lr0.01_wd0.01 mod. LIG,lr0.01_wd0.01 mod. VCG,lr0.01_wd0.01 mod. LCG,lr0.01_wd0.01 parity,lr0.01_wd0.1 clu. VIG,lr0.01_wd0.1 clu. LIG,lr0.01_wd0.1 mod. VIG,lr0.01_wd0.1 mod. LIG,lr0.01_wd0.1 mod. VCG,lr0.01_wd0.1 mod. LCG,lr0.01_wd0.1 parity,lr0.01_wd0.5 clu. VIG,lr0.01_wd0.5 clu. LIG,lr0.01_wd0.5 mod. VIG,lr0.01_wd0.5 mod. LIG,lr0.01_wd0.5 mod. VCG,lr0.01_wd0.5 mod. LCG,lr0.01_wd0.5 parity,lr0.001_wd0.01 clu. VIG,lr0.001_wd0.01 clu. LIG,lr0.001_wd0.01 mod. VIG,lr0.001_wd0.01 mod. LIG,lr0.001_wd0.01 mod. VCG,lr0.001_wd0.01 mod. LCG,lr0.001_wd0.01 parity,lr0.001_wd0.1 clu. VIG,lr0.001_wd0.1 clu. LIG,lr0.001_wd0.1 mod. VIG,lr0.001_wd0.1 mod. LIG,lr0.001_wd0.1 mod. VCG,lr0.001_wd0.1 mod. LCG,lr0.001_wd0.1 parity,lr0.001_wd0.5 clu. VIG,lr0.001_wd0.5 clu. LIG,lr0.001_wd0.5 mod. VIG,lr0.001_wd0.5 mod. LIG,lr0.001_wd0.5 mod. VCG,lr0.001_wd0.5 mod. LCG,lr0.001_wd0.5 parity,lr0.0003_wd0.01 clu. VIG,lr0.0003_wd0.01 clu. LIG,lr0.0003_wd0.01 mod. VIG,lr0.0003_wd0.01 mod. LIG,lr0.0003_wd0.01 mod. VCG,lr0.0003_wd0.01 mod. LCG,lr0.0003_wd0.01 parity,lr0.0003_wd0.1 clu. VIG,lr0.0003_wd0.1 clu. LIG,lr0.0003_wd0.1 mod. VIG,lr0.0003_wd0.1 mod. LIG,lr0.0003_wd0.1 mod. VCG,lr0.0003_wd0.1 mod. LCG,lr0.0003_wd0.1 parity,lr0.0003_wd0.5 clu. VIG,lr0.0003_wd0.5 clu. LIG,lr0.0003_wd0.5 mod. VIG,lr0.0003_wd0.5 mod. LIG,lr0.0003_wd0.5 mod. VCG,lr0.0003_wd0.5 mod. LCG,lr0.0003_wd0.5 parity
unsat_matching_60_247_80381.cnf,0.4715199615199614,0.47151996151996156,0.45671660634626715,0.5988763572089891,0.641599490192019,0.5984552776655502,"(120, 436)","(0.07509856, 0.13496888)","(0.052984357, 0.11043161)","(0.9080226, 0.118256435)","(0.93605834, 0.07577709)","(0.96020174, 0.08285758)","(0.8906581, 0.114549175)","(106.8, 285.1)","(0.06652792, 0.14254765)","(0.043482125, 0.10207712)","(0.91101724, 0.11108814)","(0.9324957, 0.07509523)","(0.96332586, 0.076572604)","(0.8920167, 0.10869308)","(103.7, 280.5)","(0.07298329, 0.12883927)","(0.051417947, 0.107520625)","(0.9125293, 0.110206895)","(0.9394345, 0.060932763)","(0.96307296, 0.07697808)","(0.89566135, 0.11193485)","(105.3, 283.9)","(0.07373687, 0.13236757)","(0.049182214, 0.10072911)","(0.9093407, 0.12784126)","(0.9315159, 0.08927325)","(0.96136606, 0.083284914)","(0.8896969, 0.11544498)","(104.5, 285.8)","(0.07210462, 0.13322483)","(0.048061334, 0.1014984)","(0.90104026, 0.118931144)","(0.930532, 0.083425246)","(0.96012574, 0.08048483)","(0.88986844, 0.11722315)","(105.9, 282.7)","(0.06660292, 0.12881313)","(0.04775721, 0.10684842)","(0.9168936, 0.115163915)","(0.9402437, 0.06991163)","(0.9631189, 0.07808651)","(0.8905959, 0.11404738)","(105.9, 284.8)","(0.07791145, 0.1362434)","(0.051003862, 0.100640096)","(0.89887285, 0.113040484)","(0.92774373, 0.07675817)","(0.96142626, 0.07835998)","(0.89705336, 0.10835052)","(105.2, 280.6)","(0.08555137, 0.15385146)","(0.05480188, 0.113391384)","(0.9139472, 0.10572221)","(0.9343734, 0.067736916)","(0.9639225, 0.07551339)","(0.8962034, 0.111688845)","(102.4, 281.3)","(0.06850425, 0.13467126)","(0.047492005, 0.106077366)","(0.9156044, 0.11413436)","(0.93498546, 0.07566166)","(0.9628798, 0.07904153)","(0.89286005, 0.114976905)","(104.5, 286.2)","(0.0713298, 0.12916934)","(0.05015009, 0.102592476)","(0.9117835, 0.118863806)","(0.9376494, 0.073771454)","(0.96170837, 0.08046144)","(0.889404, 0.1165113)","(105.3, 286.8)","(0.06958926, 0.12631321)","(0.04714971, 0.0994289)","(0.9114032, 0.10940937)","(0.9366478, 0.060520038)","(0.962725, 0.07588832)","(0.8937192, 0.10728855)","(105.9, 283.0)","(0.08106302, 0.13288656)","(0.0539607, 0.10152458)","(0.90822506, 0.11147508)","(0.9313437, 0.07518623)","(0.961486, 0.07780671)","(0.8883864, 0.11021244)","(104.3, 286.2)"
unsat_3color_150_800_51520.cnf,0.15020962370962357,0.5751048118548119,0.45128533333333326,0.6043185185185185,0.664359595959596,0.6035764921946741,"(150, 1500)","(0.15932584, 0.036112018)","(0.1161706, 0.048284337)","(0.5539028, 0.08851405)","(0.64791954, 0.09504694)","(0.78060955, 0.07346926)","(0.68717396, 0.06074884)","(139.1, 942.7)","(0.15945664, 0.03227961)","(0.1175897, 0.04510802)","(0.5632042, 0.09360696)","(0.6523027, 0.099740624)","(0.7824211, 0.0737907)","(0.6822193, 0.06402)","(136.4, 949.0)","(0.15281913, 0.026020994)","(0.11627835, 0.045880303)","(0.54856825, 0.08572278)","(0.65080744, 0.09445797)","(0.77635163, 0.07183352)","(0.68383276, 0.06418075)","(140.1, 947.2)","(0.15922156, 0.036077052)","(0.11460384, 0.043073148)","(0.54862213, 0.09115216)","(0.64285773, 0.096192494)","(0.7748315, 0.07193364)","(0.6804856, 0.0638932)","(140.0, 971.6)","(0.15318823, 0.032683227)","(0.117530845, 0.043122)","(0.5488349, 0.0864063)","(0.6434375, 0.09333045)","(0.77444124, 0.07085859)","(0.6784061, 0.062128596)","(137.1, 967.4)","(0.14631435, 0.030434443)","(0.10899158, 0.045261383)","(0.5545167, 0.089685224)","(0.64960134, 0.09690639)","(0.7798685, 0.07374093)","(0.68800807, 0.0614497)","(140.4, 947.5)","(0.16533366, 0.031180413)","(0.12349037, 0.048115768)","(0.5577775, 0.088073604)","(0.65176165, 0.09336734)","(0.78060377, 0.07396383)","(0.6807295, 0.06025977)","(138.6, 952.9)","(0.1634016, 0.026270527)","(0.12204643, 0.037744332)","(0.5429462, 0.08940871)","(0.6424464, 0.098064795)","(0.77163684, 0.06972986)","(0.6802558, 0.05874212)","(139.7, 961.6)","(0.15877697, 0.031123284)","(0.1211679, 0.04463263)","(0.55313313, 0.08598726)","(0.6480502, 0.0956702)","(0.7779492, 0.07373598)","(0.6811693, 0.063626185)","(138.8, 964.4)","(0.15050039, 0.028778117)","(0.111777425, 0.047879554)","(0.55389017, 0.09116146)","(0.6475128, 0.0938334)","(0.7823633, 0.07279657)","(0.68787074, 0.060624138)","(139.1, 958.9)","(0.151349, 0.03403763)","(0.11619246, 0.05224335)","(0.54915124, 0.08733196)","(0.6417147, 0.098061115)","(0.7774679, 0.071871266)","(0.6822821, 0.061716054)","(136.6, 958.1)","(0.15113433, 0.030531507)","(0.11194912, 0.04772093)","(0.5505688, 0.089702)","(0.6417164, 0.0953308)","(0.78026086, 0.071795575)","(0.6867069, 0.061202884)","(139.0, 958.7)"
sat_dominating_80_1665_27876.cnf,0.6921193380063154,0.7895746530282268,0.1761754392414026,0.3878745551653583,0.5505865052494785,0.5371607624957001,"(190, 3230)","(0.14713264, 0.012838494)","(0.16216943, 0.026657235)","(0.23408139, 0.01906095)","(0.2859079, 0.021082237)","(0.56797075, 0.024405373)","(0.53246844, 0.022747178)","(184.7, 2576.0)","(0.14622262, 0.014132268)","(0.16480058, 0.022444258)","(0.23719823, 0.021215847)","(0.28709826, 0.025495272)","(0.570708, 0.026860634)","(0.53267753, 0.026612392)","(184.0, 2559.2)","(0.14862865, 0.016181655)","(0.16613446, 0.02564641)","(0.23865059, 0.021378977)","(0.28937456, 0.024291618)","(0.5682907, 0.028023854)","(0.5328764, 0.025770314)","(184.4, 2558.0)","(0.14824508, 0.014280216)","(0.16353673, 0.021963073)","(0.23573343, 0.019896423)","(0.28933096, 0.021835966)","(0.56962836, 0.026309207)","(0.53343344, 0.026859056)","(184.4, 2553.6)","(0.14585933, 0.014905282)","(0.17123677, 0.02548291)","(0.23628692, 0.019707777)","(0.28644857, 0.02382684)","(0.57044566, 0.02766859)","(0.5353082, 0.02550174)","(185.1, 2569.0)","(0.1483442, 0.014792057)","(0.16553548, 0.02711791)","(0.23462829, 0.020935472)","(0.2872089, 0.022665896)","(0.56774485, 0.025880976)","(0.5322435, 0.023828069)","(184.9, 2565.8)","(0.14513783, 0.012112804)","(0.16266897, 0.020138172)","(0.23333862, 0.019767972)","(0.2874926, 0.02415464)","(0.56897295, 0.024475992)","(0.53169817, 0.023431797)","(184.9, 2563.4)","(0.149534, 0.012425981)","(0.16822277, 0.019102696)","(0.23593149, 0.018231587)","(0.28337604, 0.024467202)","(0.56901705, 0.026779363)","(0.53284276, 0.024830703)","(185.2, 2569.6)","(0.1460887, 0.015271446)","(0.16868009, 0.030996513)","(0.23800926, 0.019545775)","(0.28778228, 0.02512266)","(0.5704271, 0.0269865)","(0.5342392, 0.02399619)","(185.0, 2553.3)","(0.14701912, 0.014904328)","(0.16962913, 0.024219528)","(0.23331197, 0.020920616)","(0.28519264, 0.022454739)","(0.5689243, 0.025999382)","(0.5331132, 0.025241178)","(185.1, 2566.4)","(0.14709994, 0.014032658)","(0.16133718, 0.026742924)","(0.23701727, 0.01734093)","(0.2894439, 0.02542687)","(0.5701979, 0.026160304)","(0.53429925, 0.025188237)","(184.3, 2564.7)","(0.14491251, 0.0150884725)","(0.16341043, 0.026055189)","(0.23724568, 0.01989342)","(0.28909522, 0.022813622)","(0.57063043, 0.026148863)","(0.5339008, 0.024342833)","(184.5, 2561.1)"
sat_op_45_249_99728.cnf,0.5333333333333338,0.2483435862383232,0.2197530864197531,0.25528822381969235,0.4478864117407474,0.39134517156420884,"(384, 390)","(0.09642598, 0.113782965)","(0.08175932, 0.12889272)","(0.8678729, 0.158777)","(0.9386668, 0.09930474)","(0.9366309, 0.1123104)","(0.91902876, 0.121794246)","(277.5, 277.3)","(0.09277235, 0.10631491)","(0.0791157, 0.13221008)","(0.87771213, 0.16009144)","(0.93640643, 0.09964419)","(0.9398532, 0.113167696)","(0.9222127, 0.12087273)","(276.6, 276.1)","(0.098665744, 0.10468037)","(0.08392219, 0.13230431)","(0.8775137, 0.15904224)","(0.9377657, 0.10541539)","(0.9364191, 0.11427031)","(0.91570204, 0.1186257)","(277.8, 282.2)","(0.097490996, 0.11921863)","(0.083415225, 0.13828926)","(0.8775366, 0.15117168)","(0.9401795, 0.093291126)","(0.93775207, 0.11224263)","(0.9138932, 0.119578004)","(278.8, 283.0)","(0.09931792, 0.11526647)","(0.08403833, 0.13770248)","(0.87539804, 0.15336055)","(0.93466866, 0.09681201)","(0.9378002, 0.11246778)","(0.9144496, 0.11999675)","(279.9, 278.7)","(0.09645241, 0.11146831)","(0.082550965, 0.13429782)","(0.867607, 0.15760654)","(0.9347685, 0.10135302)","(0.93663776, 0.11308783)","(0.91745365, 0.119228005)","(274.5, 282.4)","(0.096624404, 0.11146351)","(0.078867376, 0.13313952)","(0.88625735, 0.16235426)","(0.9381177, 0.105809085)","(0.94048405, 0.11762944)","(0.92196286, 0.1202056)","(272.3, 279.3)","(0.09761637, 0.11003165)","(0.0822435, 0.13253531)","(0.8696725, 0.15005773)","(0.9372859, 0.092666775)","(0.93647087, 0.11346067)","(0.91459334, 0.1167992)","(276.3, 277.8)","(0.10407585, 0.10185664)","(0.0826601, 0.122429974)","(0.88369876, 0.15860365)","(0.93654937, 0.10465841)","(0.94033, 0.11270948)","(0.91972125, 0.12341182)","(278.7, 278.7)","(0.086950764, 0.100048706)","(0.07616594, 0.12829155)","(0.87378585, 0.1529647)","(0.93954974, 0.09551843)","(0.93870765, 0.11047139)","(0.9167155, 0.119273916)","(279.2, 277.6)","(0.09103346, 0.11513267)","(0.07948874, 0.14118081)","(0.86681205, 0.15626891)","(0.9378088, 0.09468223)","(0.9366954, 0.114026606)","(0.9162116, 0.118485935)","(276.9, 281.0)","(0.10259509, 0.10347562)","(0.08363922, 0.12676688)","(0.87871635, 0.16211013)","(0.937813, 0.09826359)","(0.9400121, 0.11281245)","(0.9173557, 0.119076125)","(273.8, 279.8)"
sat_5color_150_630_30044.cnf,0.281028416028416,0.6405142080142076,0.5860069444444443,0.7635030864197531,0.7719443072702332,0.6604589849108369,"(150, 1200)","(0.14154273, 0.048984043)","(0.1001372, 0.055658314)","(0.6745855, 0.111750916)","(0.76614004, 0.11900976)","(0.8420145, 0.08601698)","(0.730904, 0.07586281)","(135.4, 739.4)","(0.13258196, 0.04809293)","(0.097210795, 0.0589256)","(0.6778946, 0.12873203)","(0.77563673, 0.13054319)","(0.84608316, 0.09122476)","(0.73395634, 0.081241965)","(135.8, 729.3)","(0.15173371, 0.040406134)","(0.10819968, 0.057245057)","(0.6722773, 0.11301283)","(0.762146, 0.116475224)","(0.839291, 0.08631156)","(0.7277237, 0.07353718)","(136.3, 743.1)","(0.14291668, 0.049583822)","(0.10237595, 0.053499263)","(0.6674632, 0.11074323)","(0.7626775, 0.1076366)","(0.838023, 0.0864106)","(0.72788244, 0.07851565)","(135.6, 753.3)","(0.14427702, 0.04464476)","(0.100630045, 0.059362862)","(0.66896194, 0.11486727)","(0.7584954, 0.11327285)","(0.84005654, 0.08631568)","(0.72871083, 0.07714846)","(136.2, 742.9)","(0.14192459, 0.05190059)","(0.10254405, 0.062040515)","(0.6750616, 0.12246503)","(0.77353567, 0.12183262)","(0.84084874, 0.088398255)","(0.7311039, 0.07844599)","(138.5, 739.3)","(0.14383295, 0.045468107)","(0.10250767, 0.055990845)","(0.6740219, 0.123315446)","(0.7645792, 0.12362528)","(0.8434718, 0.08710252)","(0.7314229, 0.078081295)","(134.9, 735.0)","(0.14671299, 0.04150162)","(0.1082948, 0.05907188)","(0.6695605, 0.11133669)","(0.75986314, 0.11934232)","(0.83920497, 0.084380396)","(0.73143816, 0.07574483)","(135.9, 742.6)","(0.14636084, 0.04712101)","(0.10408666, 0.05927071)","(0.6765686, 0.122896135)","(0.7624402, 0.12307318)","(0.84204674, 0.08708697)","(0.72998345, 0.07766216)","(135.3, 738.2)","(0.15204784, 0.041683514)","(0.1027501, 0.0492278)","(0.670077, 0.11863205)","(0.7563155, 0.11839981)","(0.8421469, 0.08771188)","(0.73106706, 0.078218944)","(136.2, 736.4)","(0.1372461, 0.044693783)","(0.09719678, 0.058050092)","(0.680123, 0.11847518)","(0.7692514, 0.11964176)","(0.8470114, 0.08780241)","(0.73957217, 0.07857449)","(136.6, 726.5)","(0.14963827, 0.04486687)","(0.105699025, 0.061952792)","(0.6611343, 0.11168385)","(0.7550477, 0.108857095)","(0.8378164, 0.0823585)","(0.7277117, 0.07314294)","(134.2, 749.2)"
unsat_op_90_775_7648.cnf,0.5757575757575762,0.08967086400393919,0.21261503928170591,0.24815737106832633,0.46039396655288806,0.49290421616673985,"(760, 1530)","(0.14842644, 0.02403393)","(0.1877891, 0.036297414)","(0.37915498, 0.06460046)","(0.584281, 0.09170836)","(0.6867536, 0.07644722)","(0.67211694, 0.07185051)","(620.7, 1129.9)","(0.15130304, 0.022437004)","(0.19851914, 0.036675435)","(0.3781488, 0.062126182)","(0.58963007, 0.09381835)","(0.6850767, 0.07540105)","(0.6722234, 0.06929846)","(621.9, 1137.5)","(0.15175824, 0.02439327)","(0.20050745, 0.03715819)","(0.37494388, 0.061835915)","(0.58824086, 0.091855876)","(0.683489, 0.07551675)","(0.6734019, 0.07037313)","(619.4, 1121.7)","(0.14909732, 0.021172076)","(0.19508968, 0.03881914)","(0.3791985, 0.06214762)","(0.588298, 0.0914893)","(0.6867526, 0.07371206)","(0.67342484, 0.06979558)","(625.5, 1123.1)","(0.15079145, 0.023016375)","(0.19950971, 0.038409237)","(0.37780297, 0.061541)","(0.59176075, 0.09669638)","(0.6839767, 0.0734131)","(0.6734802, 0.07177245)","(621.6, 1122.8)","(0.15489337, 0.022123575)","(0.19902971, 0.032426182)","(0.38079637, 0.060906198)","(0.5909516, 0.08978464)","(0.6881862, 0.075115174)","(0.67538625, 0.07141757)","(617.5, 1128.4)","(0.14731176, 0.02398701)","(0.2014879, 0.046101037)","(0.38029683, 0.064340875)","(0.5951295, 0.09110482)","(0.68703425, 0.075057566)","(0.67512673, 0.06793943)","(624.6, 1120.5)","(0.15077719, 0.02287547)","(0.19185849, 0.038156122)","(0.3754701, 0.060092036)","(0.5798737, 0.08779104)","(0.68370384, 0.073282786)","(0.6716585, 0.07124253)","(621.5, 1127.9)","(0.15325226, 0.024678133)","(0.20273519, 0.029860178)","(0.36810032, 0.060212586)","(0.58307225, 0.09124774)","(0.68148583, 0.07414918)","(0.6699721, 0.07142113)","(627.1, 1135.9)","(0.15537223, 0.019978149)","(0.20207901, 0.03331556)","(0.37108678, 0.055901464)","(0.5828763, 0.09076964)","(0.68281317, 0.07357837)","(0.6695837, 0.06897095)","(619.9, 1124.3)","(0.15404534, 0.021586547)","(0.19966498, 0.035652064)","(0.37546334, 0.05956279)","(0.5880425, 0.09056585)","(0.685443, 0.07527338)","(0.67399585, 0.070272386)","(621.8, 1127.1)","(0.15477625, 0.021282656)","(0.20526728, 0.03428973)","(0.37416083, 0.060734853)","(0.58543885, 0.093398586)","(0.68239975, 0.07230116)","(0.6711964, 0.069215655)","(625.0, 1136.4)"
sat_op_10_24_82916.cnf,0.5999999999999999,0.2623809523809524,0.08000000000000002,0.18824609733700642,0.30550304557866,0.39197664359861595,"(34, 35)","(0.07380952, 0.2334062)","(0.040661376, 0.12858257)","(0.2635589, 0.35779178)","(0.2657283, 0.3620232)","(0.9751501, 0.019656792)","(0.9395243, 0.033293318)","(32.6, 32.4)","(0.06182002, 0.19549206)","(0.035034303, 0.11078819)","(0.07712766, 0.24389908)","(0.08270914, 0.26154926)","(0.9695123, 0.038078602)","(0.9407865, 0.046649944)","(32.0, 32.6)","(0.07690098, 0.24318226)","(0.041043084, 0.12978964)","(0.28296334, 0.31404337)","(0.2890045, 0.32607841)","(0.9740844, 0.024032429)","(0.9395151, 0.035450295)","(32.1, 33.5)","(0.07624563, 0.24110985)","(0.040136535, 0.12692286)","(0.08271118, 0.26155573)","(0.08548483, 0.27032676)","(0.97182494, 0.031770196)","(0.9381275, 0.05179744)","(32.1, 33.0)","(0.06875, 0.21740659)","(0.03671875, 0.116114885)","(0.08985261, 0.2841389)","(0.09115647, 0.28826204)","(0.9771916, 0.016442426)","(0.94400406, 0.034470268)","(32.1, 33.6)","(0.07561384, 0.23911195)","(0.038690478, 0.12235003)","(0.15404321, 0.32839972)","(0.15577778, 0.33264202)","(0.9755025, 0.020705692)","(0.94499665, 0.032237273)","(32.4, 32.8)","(0.0738254, 0.2334564)","(0.040666666, 0.12859929)","(0.08794391, 0.27810305)","(0.0905045, 0.28620034)","(0.9745903, 0.022867477)","(0.9400476, 0.036520537)","(32.1, 32.8)","(0.07491794, 0.23691134)","(0.041033093, 0.12975803)","(0.24153087, 0.31998917)","(0.25259262, 0.34070852)","(0.9701608, 0.038066465)","(0.938832, 0.047924235)","(32.7, 34.2)","(0.06934087, 0.21927507)","(0.037514124, 0.118630074)","(0.12848018, 0.27905443)","(0.13413413, 0.29400218)","(0.9704258, 0.03647541)","(0.9371928, 0.05312737)","(31.5, 33.2)","(0.07402299, 0.23408125)","(0.041321836, 0.13067113)","(0.13481262, 0.29581782)","(0.1382643, 0.30512083)","(0.97132623, 0.03289243)","(0.9379074, 0.051565625)","(32.5, 32.9)","(0.07153066, 0.22619982)","(0.037949733, 0.1200076)","(0.19333741, 0.31771603)","(0.24835221, 0.33248377)","(0.96946657, 0.03743643)","(0.9382515, 0.053279903)","(32.2, 32.7)","(0.078630954, 0.2486529)","(0.046083335, 0.1457283)","(0.08024355, 0.25375238)","(0.09210063, 0.29124776)","(0.9715484, 0.033933844)","(0.9463433, 0.02887955)","(32.8, 33.0)"
sat_tseitin_20_155_22809.cnf,0.5692207792207792,0.5387219763380754,0.2367111111111112,0.2385478131615693,0.39338440451991286,0.4136534123185308,"(446, 447)","(0.109669745, 0.10722659)","(0.10268946, 0.15669686)","(0.84041107, 0.18686749)","(0.9241959, 0.14307956)","(0.91351634, 0.15238976)","(0.8962971, 0.12967151)","(317.6, 315.3)","(0.112360135, 0.110495076)","(0.09931232, 0.1482284)","(0.8466833, 0.19237117)","(0.9201536, 0.15058382)","(0.91568106, 0.15248713)","(0.89598477, 0.13691571)","(314.4, 313.3)","(0.1060117, 0.11417182)","(0.09472121, 0.15145631)","(0.8403088, 0.19478287)","(0.92037266, 0.15496308)","(0.9152907, 0.1504328)","(0.8971707, 0.12846509)","(316.0, 316.7)","(0.12518555, 0.10849656)","(0.10726583, 0.15140745)","(0.83813775, 0.19101706)","(0.91540366, 0.15236388)","(0.9113487, 0.15594204)","(0.8934496, 0.13140826)","(319.6, 322.4)","(0.108429834, 0.112346455)","(0.095547155, 0.14212872)","(0.84309226, 0.19564426)","(0.9202331, 0.15743311)","(0.9136919, 0.15580435)","(0.89506704, 0.13735485)","(317.8, 317.8)","(0.11684481, 0.1096103)","(0.10422182, 0.15607087)","(0.8368014, 0.18945873)","(0.91855, 0.14381985)","(0.91321343, 0.15516236)","(0.89919776, 0.13540529)","(317.1, 315.9)","(0.11881824, 0.10853794)","(0.09955726, 0.14666949)","(0.83876896, 0.19573231)","(0.9175892, 0.15130964)","(0.9124163, 0.15596426)","(0.8930314, 0.1334628)","(315.8, 322.0)","(0.109405994, 0.11586773)","(0.09687197, 0.1515358)","(0.8377188, 0.19516656)","(0.9167541, 0.15198211)","(0.91498166, 0.1546523)","(0.897542, 0.14147861)","(313.9, 313.2)","(0.12336446, 0.107285485)","(0.09979041, 0.13742886)","(0.8439643, 0.20025499)","(0.9154545, 0.15941896)","(0.9136918, 0.15795338)","(0.89741194, 0.13898803)","(311.7, 317.1)","(0.11698248, 0.10337369)","(0.1065434, 0.15862541)","(0.8303541, 0.18793827)","(0.92117053, 0.14784934)","(0.91110307, 0.15616122)","(0.89906824, 0.1282824)","(314.7, 321.2)","(0.118520536, 0.106690675)","(0.10517363, 0.15237178)","(0.84379995, 0.19638053)","(0.9232175, 0.15196979)","(0.9144701, 0.1536418)","(0.89743185, 0.12909327)","(318.0, 318.1)","(0.11447549, 0.10989829)","(0.09912076, 0.14850733)","(0.8466371, 0.19463857)","(0.91994095, 0.15667143)","(0.91482, 0.15259522)","(0.8939781, 0.12837555)","(315.7, 324.1)"
sat_dominating_60_970_47815.cnf,0.6887698168238949,0.7986089357767895,0.1934643183550644,0.4007366013825844,0.5501759857429271,0.5357072863502986,"(150, 1860)","(0.15262267, 0.02129731)","(0.121334694, 0.035217613)","(0.4421619, 0.06383049)","(0.5232578, 0.073292315)","(0.71273947, 0.058708176)","(0.63350654, 0.05421202)","(142.1, 1255.2)","(0.14935756, 0.022533553)","(0.12258707, 0.037039377)","(0.44086727, 0.0685232)","(0.5237503, 0.07213324)","(0.7136164, 0.055940066)","(0.6353601, 0.051077597)","(141.5, 1261.1)","(0.15683644, 0.0231522)","(0.12571993, 0.034906466)","(0.44141525, 0.06704935)","(0.52275246, 0.075510584)","(0.7116766, 0.059341684)","(0.63184, 0.051716704)","(141.7, 1244.3)","(0.16105282, 0.025597828)","(0.13097575, 0.04017136)","(0.43962008, 0.060806304)","(0.51963407, 0.06932148)","(0.7113377, 0.058946)","(0.63064927, 0.052012656)","(141.5, 1250.9)","(0.1572653, 0.019390292)","(0.13195968, 0.034857366)","(0.44324717, 0.06653301)","(0.5239979, 0.07452178)","(0.71358573, 0.05996379)","(0.63389874, 0.05053249)","(141.0, 1248.0)","(0.15807836, 0.020681543)","(0.12731084, 0.03532342)","(0.44995338, 0.06603171)","(0.5329754, 0.07417936)","(0.7180691, 0.058586434)","(0.63943446, 0.05122034)","(142.1, 1243.0)","(0.15184936, 0.020811817)","(0.1258034, 0.039196085)","(0.44333592, 0.06080859)","(0.52226204, 0.06533108)","(0.71673834, 0.058771774)","(0.63868845, 0.05076592)","(140.1, 1252.7)","(0.15692382, 0.021903351)","(0.12338617, 0.038334034)","(0.4441971, 0.06658267)","(0.52230847, 0.07133938)","(0.7149018, 0.061712798)","(0.6364777, 0.05363136)","(139.2, 1243.5)","(0.15546952, 0.018093474)","(0.118389845, 0.034608565)","(0.44636592, 0.07037529)","(0.52461827, 0.07913652)","(0.71832335, 0.06304493)","(0.63900745, 0.052998677)","(140.5, 1245.5)","(0.1627249, 0.018269517)","(0.12727496, 0.027881391)","(0.45521212, 0.06665658)","(0.5358527, 0.0739075)","(0.71986604, 0.060664535)","(0.63825077, 0.05073347)","(139.4, 1233.5)","(0.16017011, 0.023243593)","(0.13132593, 0.036440402)","(0.44057518, 0.0636591)","(0.5218898, 0.07144143)","(0.7143984, 0.05915648)","(0.6347436, 0.051433593)","(140.5, 1252.2)","(0.15510838, 0.026199723)","(0.12802847, 0.03781906)","(0.44443527, 0.061938934)","(0.52653944, 0.07388894)","(0.7155186, 0.060674086)","(0.6349124, 0.052892428)","(142.0, 1251.1)"
