tsne_1,tsne_2,comp_name,cnf_name
10.030616,-7.7694373,g2sat,unsat_cliquecoloring_54_673.cnf
9.7978,-7.992314,w2sat,unsat_cliquecoloring_54_673.cnf
12.363298,-1.296565,gwae2sat_allo,unsat_cliquecoloring_54_673.cnf
12.4919195,-1.9842502,gwae2sat_auto,unsat_cliquecoloring_54_673.cnf
-0.1260715,-13.890904,original,unsat_matching_80_365_47440.cnf
7.166921,9.662385,egnn2s,unsat_matching_80_365_47440.cnf
1.9155895,-12.924965,g2sat,unsat_matching_80_365_47440.cnf
0.874787,-13.324842,w2sat,unsat_matching_80_365_47440.cnf
3.5649097,13.998106,gwae2sat_allo,unsat_matching_80_365_47440.cnf
3.6760616,15.03736,gwae2sat_auto,unsat_matching_80_365_47440.cnf
4.9492264,-13.522635,original,unsat_tseitin_30_452_52851.cnf
8.656612,8.634083,egnn2s,unsat_tseitin_30_452_52851.cnf
6.3241286,-12.391599,g2sat,unsat_tseitin_30_452_52851.cnf
4.946846,-13.520367,w2sat,unsat_tseitin_30_452_52851.cnf
17.311218,-3.5352986,gwae2sat_allo,unsat_tseitin_30_452_52851.cnf
17.012093,-3.7844188,gwae2sat_auto,unsat_tseitin_30_452_52851.cnf
-6.6876345,-15.952487,original,sat_3clique_24_255_7737.cnf
-5.932769,12.468372,egnn2s,sat_3clique_24_255_7737.cnf
-6.7859845,-16.111652,g2sat,sat_3clique_24_255_7737.cnf
-6.684255,-15.948803,w2sat,sat_3clique_24_255_7737.cnf
-7.439921,12.895917,gwae2sat_allo,sat_3clique_24_255_7737.cnf
-6.00415,13.594849,gwae2sat_auto,sat_3clique_24_255_7737.cnf
-6.4680333,-14.580152,original,sat_op_45_249_90577.cnf
-0.7853357,11.681291,egnn2s,sat_op_45_249_90577.cnf
-5.607764,-15.022103,g2sat,sat_op_45_249_90577.cnf
-6.4453,-14.447227,w2sat,sat_op_45_249_90577.cnf
4.3449125,14.244649,gwae2sat_allo,sat_op_45_249_90577.cnf
4.526238,15.128164,gwae2sat_auto,sat_op_45_249_90577.cnf
3.8211248,-13.623427,original,sat_tseitin_30_424_85097.cnf
8.336689,8.927445,egnn2s,sat_tseitin_30_424_85097.cnf
5.518399,-13.10615,g2sat,sat_tseitin_30_424_85097.cnf
3.8195732,-13.618412,w2sat,sat_tseitin_30_424_85097.cnf
16.71568,-3.432687,gwae2sat_allo,sat_tseitin_30_424_85097.cnf
16.477848,-3.6414826,gwae2sat_auto,sat_tseitin_30_424_85097.cnf
12.744724,-2.6869917,original,sat_php_188_804_77056.cnf
11.466033,6.8127666,egnn2s,sat_php_188_804_77056.cnf
13.770418,-3.1046197,g2sat,sat_php_188_804_77056.cnf
12.743751,-2.686542,w2sat,sat_php_188_804_77056.cnf
11.330254,-0.4564096,gwae2sat_allo,sat_php_188_804_77056.cnf
11.5541315,-1.3944848,gwae2sat_auto,sat_php_188_804_77056.cnf
-17.919846,-2.1918676,original,unsat_subsetcard_31_129_84276.cnf
-11.353705,11.609408,egnn2s,unsat_subsetcard_31_129_84276.cnf
-17.637611,-2.9886162,g2sat,unsat_subsetcard_31_129_84276.cnf
-17.917896,-2.1866977,w2sat,unsat_subsetcard_31_129_84276.cnf
-4.970592,14.1901455,gwae2sat_allo,unsat_subsetcard_31_129_84276.cnf
-5.3986797,14.486558,gwae2sat_auto,unsat_subsetcard_31_129_84276.cnf
14.894148,-4.7400155,original,sat_dominating_60_970_53707.cnf
11.751412,6.661927,egnn2s,sat_dominating_60_970_53707.cnf
15.671651,-4.6819253,g2sat,sat_dominating_60_970_53707.cnf
14.894152,-4.7400703,w2sat,sat_dominating_60_970_53707.cnf
11.989806,-1.0201842,gwae2sat_allo,sat_dominating_60_970_53707.cnf
12.861579,-1.8852788,gwae2sat_auto,sat_dominating_60_970_53707.cnf
-2.3554347,-14.381939,original,sat_cliquecoloring_69_305.cnf
6.669013,9.984595,egnn2s,sat_cliquecoloring_69_305.cnf
-1.9087689,-14.324091,g2sat,sat_cliquecoloring_69_305.cnf
-2.357972,-14.381214,w2sat,sat_cliquecoloring_69_305.cnf
1.646226,14.611011,gwae2sat_allo,sat_cliquecoloring_69_305.cnf
2.226073,14.741401,gwae2sat_auto,sat_cliquecoloring_69_305.cnf
4.6523194,-12.968304,original,unsat_dominating_40_455_67184.cnf
7.816376,9.117856,egnn2s,unsat_dominating_40_455_67184.cnf
5.8312454,-12.525166,g2sat,unsat_dominating_40_455_67184.cnf
4.9132247,-12.836581,w2sat,unsat_dominating_40_455_67184.cnf
3.7483041,13.875771,gwae2sat_allo,unsat_dominating_40_455_67184.cnf
4.396674,14.719001,gwae2sat_auto,unsat_dominating_40_455_67184.cnf
