Instance,original clu. VIG,original clu. LIG,original mod. VIG,original mod. LIG,original mod. VCG,original mod. LCG,original parity,wd0.1_beta0.01_forcingFalse clu. VIG,wd0.1_beta0.01_forcingFalse clu. LIG,wd0.1_beta0.01_forcingFalse mod. VIG,wd0.1_beta0.01_forcingFalse mod. LIG,wd0.1_beta0.01_forcingFalse mod. VCG,wd0.1_beta0.01_forcingFalse mod. LCG,wd0.1_beta0.01_forcingFalse parity,wd0.1_beta0.01_forcingTrue clu. VIG,wd0.1_beta0.01_forcingTrue clu. LIG,wd0.1_beta0.01_forcingTrue mod. VIG,wd0.1_beta0.01_forcingTrue mod. LIG,wd0.1_beta0.01_forcingTrue mod. VCG,wd0.1_beta0.01_forcingTrue mod. LCG,wd0.1_beta0.01_forcingTrue parity,wd0.1_beta0.001_forcingFalse clu. VIG,wd0.1_beta0.001_forcingFalse clu. LIG,wd0.1_beta0.001_forcingFalse mod. VIG,wd0.1_beta0.001_forcingFalse mod. LIG,wd0.1_beta0.001_forcingFalse mod. VCG,wd0.1_beta0.001_forcingFalse mod. LCG,wd0.1_beta0.001_forcingFalse parity,wd0.1_beta0.001_forcingTrue clu. VIG,wd0.1_beta0.001_forcingTrue clu. LIG,wd0.1_beta0.001_forcingTrue mod. VIG,wd0.1_beta0.001_forcingTrue mod. LIG,wd0.1_beta0.001_forcingTrue mod. VCG,wd0.1_beta0.001_forcingTrue mod. LCG,wd0.1_beta0.001_forcingTrue parity,wd0.1_beta0.0001_forcingFalse clu. VIG,wd0.1_beta0.0001_forcingFalse clu. LIG,wd0.1_beta0.0001_forcingFalse mod. VIG,wd0.1_beta0.0001_forcingFalse mod. LIG,wd0.1_beta0.0001_forcingFalse mod. VCG,wd0.1_beta0.0001_forcingFalse mod. LCG,wd0.1_beta0.0001_forcingFalse parity,wd0.1_beta0.0001_forcingTrue clu. VIG,wd0.1_beta0.0001_forcingTrue clu. LIG,wd0.1_beta0.0001_forcingTrue mod. VIG,wd0.1_beta0.0001_forcingTrue mod. LIG,wd0.1_beta0.0001_forcingTrue mod. VCG,wd0.1_beta0.0001_forcingTrue mod. LCG,wd0.1_beta0.0001_forcingTrue parity,wd0.3_beta0.01_forcingFalse clu. VIG,wd0.3_beta0.01_forcingFalse clu. LIG,wd0.3_beta0.01_forcingFalse mod. VIG,wd0.3_beta0.01_forcingFalse mod. LIG,wd0.3_beta0.01_forcingFalse mod. VCG,wd0.3_beta0.01_forcingFalse mod. LCG,wd0.3_beta0.01_forcingFalse parity,wd0.3_beta0.01_forcingTrue clu. VIG,wd0.3_beta0.01_forcingTrue clu. LIG,wd0.3_beta0.01_forcingTrue mod. VIG,wd0.3_beta0.01_forcingTrue mod. LIG,wd0.3_beta0.01_forcingTrue mod. VCG,wd0.3_beta0.01_forcingTrue mod. LCG,wd0.3_beta0.01_forcingTrue parity,wd0.3_beta0.001_forcingFalse clu. VIG,wd0.3_beta0.001_forcingFalse clu. LIG,wd0.3_beta0.001_forcingFalse mod. VIG,wd0.3_beta0.001_forcingFalse mod. LIG,wd0.3_beta0.001_forcingFalse mod. VCG,wd0.3_beta0.001_forcingFalse mod. LCG,wd0.3_beta0.001_forcingFalse parity,wd0.3_beta0.001_forcingTrue clu. VIG,wd0.3_beta0.001_forcingTrue clu. LIG,wd0.3_beta0.001_forcingTrue mod. VIG,wd0.3_beta0.001_forcingTrue mod. LIG,wd0.3_beta0.001_forcingTrue mod. VCG,wd0.3_beta0.001_forcingTrue mod. LCG,wd0.3_beta0.001_forcingTrue parity,wd0.3_beta0.0001_forcingFalse clu. VIG,wd0.3_beta0.0001_forcingFalse clu. LIG,wd0.3_beta0.0001_forcingFalse mod. VIG,wd0.3_beta0.0001_forcingFalse mod. LIG,wd0.3_beta0.0001_forcingFalse mod. VCG,wd0.3_beta0.0001_forcingFalse mod. LCG,wd0.3_beta0.0001_forcingFalse parity,wd0.3_beta0.0001_forcingTrue clu. VIG,wd0.3_beta0.0001_forcingTrue clu. LIG,wd0.3_beta0.0001_forcingTrue mod. VIG,wd0.3_beta0.0001_forcingTrue mod. LIG,wd0.3_beta0.0001_forcingTrue mod. VCG,wd0.3_beta0.0001_forcingTrue mod. LCG,wd0.3_beta0.0001_forcingTrue parity
unsat_matching_60_247_80381.cnf,0.4715199615199614,0.47151996151996156,0.45671660634626715,0.5988763572089891,0.641599490192019,0.5984552776655502,"(120, 436)","(0.036579, 0.022208756)","(0.0182895, 0.011104378)","(0.9441326, 0.012978033)","(0.9441326, 0.012978033)","(0.9851753, 0.0027848466)","(0.9851753, 0.0027848466)","(310.1, 0.0)","(0.025808018, 0.017490456)","(0.0137050925, 0.008921252)","(0.9481338, 0.011036563)","(0.9599842, 0.005796873)","(0.9875781, 0.0014738094)","(0.9287878, 0.010626125)","(102.7, 262.0)","(0.030494113, 0.0122460015)","(0.015247056, 0.0061230008)","(0.9434792, 0.013281645)","(0.9434792, 0.013281645)","(0.98510635, 0.0023978006)","(0.98510635, 0.0023978006)","(307.6, 0.0)","(0.031110277, 0.019663896)","(0.017792974, 0.010905905)","(0.9464162, 0.008855839)","(0.9615472, 0.003706639)","(0.98675954, 0.0021265112)","(0.92660904, 0.007085893)","(104.5, 267.3)","(0.036926366, 0.011903539)","(0.018463183, 0.0059517696)","(0.9449193, 0.013162665)","(0.94473076, 0.013488218)","(0.9849839, 0.003308294)","(0.9849839, 0.003308294)","(308.9, 0.0)","(0.025045242, 0.011408124)","(0.014196468, 0.0064425175)","(0.94412327, 0.010264009)","(0.95591223, 0.008810326)","(0.98710096, 0.0019830153)","(0.9318079, 0.011573896)","(104.6, 265.7)","(0.035302006, 0.018640418)","(0.017651003, 0.009320209)","(0.9427112, 0.014943399)","(0.9427112, 0.014943399)","(0.98447835, 0.0023465473)","(0.98449004, 0.0023368108)","(310.2, 0.0)","(0.047883987, 0.019822702)","(0.026516765, 0.011817981)","(0.9396613, 0.01726286)","(0.95382184, 0.01165799)","(0.98608285, 0.0033653753)","(0.9242862, 0.013381061)","(103.7, 270.2)","(0.03194443, 0.02728814)","(0.015972216, 0.01364407)","(0.94478655, 0.006854887)","(0.94478655, 0.006854887)","(0.98489696, 0.0022862612)","(0.984882, 0.0023081251)","(310.8, 0.0)","(0.037804242, 0.023440277)","(0.019775594, 0.012241018)","(0.9467379, 0.017750252)","(0.9586483, 0.011839146)","(0.98619235, 0.0034276189)","(0.9248524, 0.012573956)","(103.8, 269.9)","(0.03612197, 0.016512023)","(0.018060984, 0.008256012)","(0.9417632, 0.017340336)","(0.9417632, 0.017340336)","(0.98446065, 0.0037139717)","(0.98446065, 0.0037139717)","(310.6, 0.0)","(0.033719942, 0.015618772)","(0.018156584, 0.008294267)","(0.94822234, 0.0084686065)","(0.95861375, 0.006530944)","(0.986759, 0.0019245464)","(0.92537796, 0.008668723)","(103.6, 271.2)"
unsat_3color_150_800_51520.cnf,0.15020962370962357,0.5751048118548119,0.4692453333333333,0.6064666666666668,0.6624348943985308,0.6056822773186409,"(150, 1500)","(0.15108833, 0.013133409)","(0.07554416, 0.0065667047)","(0.58117294, 0.014230128)","(0.5804938, 0.013027077)","(0.79081964, 0.0061154286)","(0.78924406, 0.008335155)","(978.3, 0.0)","(0.1470491, 0.010407913)","(0.10199864, 0.008491774)","(0.5787457, 0.017142775)","(0.678925, 0.01980804)","(0.80156946, 0.0076521006)","(0.7053653, 0.010310236)","(138.6, 900.6)","(0.14771292, 0.021883707)","(0.07385646, 0.010941854)","(0.58600473, 0.013937337)","(0.5827378, 0.013428415)","(0.7931906, 0.005474409)","(0.7931106, 0.005394813)","(963.0, 0.0)","(0.15405676, 0.01866136)","(0.10611296, 0.012617489)","(0.5825351, 0.027325535)","(0.6745297, 0.027840242)","(0.8019291, 0.012919722)","(0.7003844, 0.009132792)","(138.2, 906.0)","(0.14296368, 0.019832639)","(0.07148184, 0.0099163195)","(0.57871675, 0.010669942)","(0.578652, 0.009324385)","(0.7888838, 0.0061024562)","(0.7880783, 0.0071481466)","(976.2, 0.0)","(0.14407918, 0.018673282)","(0.10146247, 0.012098631)","(0.57938015, 0.017206147)","(0.67957157, 0.022872534)","(0.8022459, 0.008454889)","(0.7015349, 0.010322222)","(138.5, 899.5)","(0.14457539, 0.031574734)","(0.07228769, 0.015787367)","(0.5804575, 0.015290053)","(0.58272564, 0.014927317)","(0.79212344, 0.006845697)","(0.79299605, 0.0062819025)","(967.6, 0.0)","(0.13149545, 0.01807387)","(0.09130795, 0.011610466)","(0.57809794, 0.01997314)","(0.67118496, 0.018483505)","(0.80291843, 0.007917397)","(0.7041152, 0.005355423)","(137.9, 911.3)","(0.13536909, 0.014801163)","(0.067684546, 0.0074005816)","(0.58259404, 0.015616432)","(0.5790985, 0.018300472)","(0.7892858, 0.008170786)","(0.7917713, 0.0083088735)","(973.4, 0.0)","(0.16125944, 0.017679965)","(0.11096187, 0.012213008)","(0.5834663, 0.020804616)","(0.6768912, 0.01683578)","(0.80178833, 0.00919893)","(0.69963807, 0.008241595)","(137.0, 902.2)","(0.15278004, 0.01565731)","(0.07639002, 0.007828655)","(0.579416, 0.017794887)","(0.5818788, 0.014943216)","(0.7896768, 0.00887546)","(0.78927505, 0.010155593)","(971.2, 0.0)","(0.14238122, 0.014689486)","(0.10752604, 0.016535241)","(0.5728111, 0.022603355)","(0.67565787, 0.021554621)","(0.7979957, 0.0119005395)","(0.70022374, 0.009531215)","(138.8, 910.4)"
sat_dominating_80_1665_27876.cnf,0.6921193380063154,0.7895746530282268,0.1761754392414026,0.39109630853203103,0.5523986867754181,0.5387048752301304,"(190, 3230)","(0.14284968, 0.005434945)","(0.09422163, 0.0055724676)","(0.24203637, 0.0055915667)","(0.25422382, 0.0076874495)","(0.5719145, 0.0024339245)","(0.57092893, 0.0017974047)","(2617.0, 34.7)","(0.14501597, 0.0051265093)","(0.15934344, 0.012233817)","(0.24055266, 0.004500724)","(0.29576898, 0.007862914)","(0.57588404, 0.0049432004)","(0.54082865, 0.0037593604)","(184.8, 2514.2)","(0.13903305, 0.0036599122)","(0.0893083, 0.007053471)","(0.24219835, 0.004781545)","(0.2528141, 0.005650618)","(0.57163525, 0.0032809058)","(0.5718834, 0.0020184312)","(2628.4, 35.0)","(0.14183825, 0.0043316856)","(0.15420923, 0.013565826)","(0.24171226, 0.0065064407)","(0.2922026, 0.005912289)","(0.57668483, 0.0049999566)","(0.53988814, 0.0045258137)","(183.6, 2507.2)","(0.14081183, 0.0038951566)","(0.09159815, 0.008268928)","(0.24388799, 0.0053595384)","(0.2552098, 0.0045607537)","(0.57379615, 0.0039807386)","(0.57513714, 0.004974898)","(2621.2, 36.2)","(0.14283621, 0.0052491156)","(0.15599643, 0.007792045)","(0.24205, 0.0070216493)","(0.29623112, 0.009260224)","(0.5768092, 0.0041435244)","(0.541366, 0.0040513)","(184.4, 2520.5)","(0.14498389, 0.005489477)","(0.09634057, 0.008195926)","(0.24052271, 0.006256945)","(0.2530068, 0.0072407485)","(0.57116884, 0.005543031)","(0.57111174, 0.002567212)","(2614.9, 35.1)","(0.14192495, 0.005716757)","(0.16055582, 0.009640414)","(0.23864345, 0.0072246213)","(0.2959785, 0.0067544696)","(0.5771328, 0.0031820734)","(0.53977215, 0.0038913174)","(182.9, 2515.0)","(0.14109944, 0.0074697784)","(0.09397759, 0.007864276)","(0.24186578, 0.007891268)","(0.25422025, 0.0060049742)","(0.5718192, 0.0030048601)","(0.5722605, 0.0027656232)","(2619.8, 34.3)","(0.14422455, 0.005907228)","(0.15357941, 0.011924258)","(0.24579751, 0.007364314)","(0.2938353, 0.0058306474)","(0.5782021, 0.0032115406)","(0.54107404, 0.0034276312)","(182.6, 2492.3)","(0.14238365, 0.0039818613)","(0.09104021, 0.005014143)","(0.24124041, 0.008341742)","(0.25317264, 0.004203404)","(0.57318723, 0.003300119)","(0.57287765, 0.0035302362)","(2622.8, 36.7)","(0.13992296, 0.0040999553)","(0.16416828, 0.013652365)","(0.24529305, 0.006825252)","(0.29855582, 0.0062925224)","(0.57990944, 0.0042631975)","(0.5425905, 0.004407399)","(184.7, 2511.9)"
sat_op_45_249_99728.cnf,0.5333333333333338,0.2483435862383232,0.21975308641975308,0.2703962703962704,0.4363269434929792,0.3982015637414953,"(384, 390)","(0.049718652, 0.023352712)","(0.024859326, 0.011676356)","(0.9427072, 0.013429489)","(0.94297874, 0.012902974)","(0.9748653, 0.003531689)","(0.974918, 0.0035425383)","(404.1, 0.0)","(0.064809024, 0.019482112)","(0.041146424, 0.0121329)","(0.91813266, 0.017775884)","(0.9690922, 0.0060745915)","(0.9720144, 0.0043565766)","(0.95394576, 0.009219705)","(262.8, 266.7)","(0.049420007, 0.014179564)","(0.024710003, 0.007089782)","(0.92967385, 0.01585102)","(0.92953396, 0.01593957)","(0.97110796, 0.005405991)","(0.97118646, 0.005232917)","(409.8, 0.0)","(0.070977256, 0.015055159)","(0.0445913, 0.011909425)","(0.9176466, 0.026072208)","(0.9658936, 0.008411109)","(0.9716406, 0.008008092)","(0.95123416, 0.009915049)","(266.5, 270.4)","(0.056696348, 0.018810643)","(0.028348174, 0.009405321)","(0.9257469, 0.022908268)","(0.9264461, 0.021974662)","(0.96998626, 0.006808534)","(0.96996605, 0.00681175)","(411.5, 0.0)","(0.065040134, 0.016885456)","(0.039187495, 0.011506865)","(0.9305335, 0.025455777)","(0.9720999, 0.0061049354)","(0.9748529, 0.0060273213)","(0.9563918, 0.008759902)","(268.5, 264.1)","(0.06510807, 0.023418738)","(0.032554034, 0.011709369)","(0.9312361, 0.018295275)","(0.9312679, 0.018813897)","(0.9711035, 0.005128741)","(0.9710641, 0.005148973)","(413.9, 0.0)","(0.067826495, 0.03082256)","(0.042333253, 0.020080358)","(0.926309, 0.017339336)","(0.96866447, 0.005672819)","(0.9742859, 0.0054269303)","(0.9554308, 0.005753444)","(261.9, 270.0)","(0.061132807, 0.02450378)","(0.030566404, 0.01225189)","(0.92095196, 0.021238029)","(0.9203807, 0.021555236)","(0.9687332, 0.007279017)","(0.9685949, 0.007465279)","(409.8, 0.0)","(0.061517704, 0.03634859)","(0.03882741, 0.020473685)","(0.9243037, 0.015948696)","(0.97102845, 0.0048570037)","(0.972774, 0.0053359135)","(0.9562497, 0.0073405975)","(264.4, 270.2)","(0.062538475, 0.020714635)","(0.031269237, 0.0103573175)","(0.9180478, 0.01968637)","(0.9181487, 0.01973401)","(0.96888316, 0.0054535605)","(0.96876955, 0.0054958407)","(410.6, 0.0)","(0.061180227, 0.018995592)","(0.03867532, 0.012088801)","(0.9170375, 0.019939749)","(0.9651936, 0.008248381)","(0.97228336, 0.004485039)","(0.9512969, 0.0065213414)","(262.5, 270.2)"
sat_5color_150_630_30044.cnf,0.281028416028416,0.6405142080142076,0.5810416666666668,0.7663734567901236,0.7724965706447188,0.6418109739369,"(150, 1200)","(0.14128922, 0.022482783)","(0.07064461, 0.011241391)","(0.70544, 0.02358413)","(0.7053121, 0.022304788)","(0.85708845, 0.009796462)","(0.8567654, 0.00945799)","(754.9, 0.0)","(0.12611893, 0.022211775)","(0.08274789, 0.016663428)","(0.7034703, 0.020615991)","(0.7938376, 0.016923456)","(0.86877906, 0.010236008)","(0.752823, 0.007973622)","(134.5, 694.1)","(0.1270616, 0.028723007)","(0.0635308, 0.0143615035)","(0.7008213, 0.009907437)","(0.70034206, 0.011663664)","(0.8550469, 0.004478354)","(0.8553446, 0.0051819077)","(757.7, 0.0)","(0.12994616, 0.024605313)","(0.08338179, 0.010846538)","(0.70770586, 0.020627972)","(0.7977674, 0.03243713)","(0.8666412, 0.0109022055)","(0.7542867, 0.011967486)","(134.3, 694.8)","(0.14026332, 0.013523942)","(0.07013166, 0.006761971)","(0.70944166, 0.024241097)","(0.7093579, 0.02421932)","(0.8578371, 0.010250528)","(0.8583714, 0.011151878)","(744.2, 0.0)","(0.12750833, 0.016920177)","(0.0837701, 0.009480494)","(0.7090561, 0.023769388)","(0.80414, 0.022329593)","(0.8711154, 0.008844094)","(0.75361633, 0.0070666764)","(134.3, 694.1)","(0.12633991, 0.019804439)","(0.063169956, 0.009902219)","(0.7110232, 0.016138319)","(0.70584315, 0.02136767)","(0.85713065, 0.010184277)","(0.85840654, 0.008854955)","(756.6, 0.0)","(0.13390343, 0.024009136)","(0.0876072, 0.020340884)","(0.7132489, 0.018462844)","(0.80994004, 0.012103288)","(0.8717389, 0.008686255)","(0.75658387, 0.011455303)","(134.0, 686.3)","(0.12514523, 0.019925542)","(0.06257261, 0.009962771)","(0.7030725, 0.017222475)","(0.70237464, 0.018373584)","(0.8565054, 0.010106554)","(0.85699666, 0.0092679355)","(761.1, 0.0)","(0.14179209, 0.013920912)","(0.09177712, 0.010165047)","(0.72282064, 0.020010201)","(0.8137628, 0.021349391)","(0.8723157, 0.0070125917)","(0.75300395, 0.008516043)","(133.6, 689.8)","(0.1257633, 0.018951185)","(0.06288165, 0.0094755925)","(0.7085447, 0.017030774)","(0.70606816, 0.013316383)","(0.856182, 0.0072663813)","(0.85687226, 0.008233291)","(759.3, 0.0)","(0.12813574, 0.02043003)","(0.084208384, 0.009269787)","(0.7077643, 0.013573219)","(0.810843, 0.01985681)","(0.8668704, 0.008848071)","(0.75667924, 0.012081829)","(137.2, 698.0)"
unsat_op_90_775_7648.cnf,0.5757575757575762,0.08967086400393919,0.23658810325476992,0.2445673154574139,0.45707824030815586,0.49538462271886496,"(760, 1530)","(0.1524236, 0.0116081)","(0.0762118, 0.00580405)","(0.39615422, 0.0078061502)","(0.39694524, 0.008840665)","(0.6804773, 0.0046149152)","(0.6781707, 0.0051604044)","(1517.5, 0.1)","(0.14223595, 0.009068692)","(0.18235016, 0.014614018)","(0.39869717, 0.013401926)","(0.61684656, 0.017071666)","(0.70943654, 0.009048713)","(0.69585526, 0.006591929)","(610.6, 1073.6)","(0.14059438, 0.012209669)","(0.07029719, 0.0061048344)","(0.39505798, 0.0079960665)","(0.395374, 0.00914432)","(0.6811341, 0.0047885366)","(0.6810529, 0.004550708)","(1525.4, 0.2)","(0.14582379, 0.01268906)","(0.18245173, 0.014286005)","(0.39627343, 0.007629428)","(0.6196895, 0.006962983)","(0.71061563, 0.0043394677)","(0.6966233, 0.0030623176)","(602.9, 1087.8)","(0.14135237, 0.012725049)","(0.07068411, 0.0063508907)","(0.39153436, 0.006886667)","(0.39357728, 0.007295429)","(0.6787822, 0.005692424)","(0.6793774, 0.004260888)","(1537.3, 0.8)","(0.14185269, 0.010002341)","(0.18250363, 0.0126390485)","(0.39694092, 0.010664273)","(0.6209661, 0.016130354)","(0.71049356, 0.0063189133)","(0.6946832, 0.0038267989)","(607.6, 1087.1)","(0.14934826, 0.010961765)","(0.07526567, 0.005404107)","(0.39713576, 0.00700913)","(0.39949572, 0.008314884)","(0.68019193, 0.0043515014)","(0.68159074, 0.004500612)","(1523.3, 0.9)","(0.14623508, 0.009432203)","(0.18922296, 0.017883873)","(0.39498085, 0.008360703)","(0.6120611, 0.016252445)","(0.70959485, 0.005858604)","(0.6936043, 0.003958692)","(608.0, 1081.1)","(0.14873324, 0.009624597)","(0.074374564, 0.004809049)","(0.3984876, 0.008076261)","(0.39832884, 0.0057599503)","(0.6816347, 0.0029360815)","(0.6809127, 0.005384566)","(1514.1, 0.2)","(0.14173795, 0.009951962)","(0.17541458, 0.01570534)","(0.3971673, 0.010713697)","(0.61476934, 0.013307622)","(0.7107075, 0.005806704)","(0.69611514, 0.0058646863)","(609.8, 1090.6)","(0.14730343, 0.011961276)","(0.073850185, 0.005993873)","(0.40154982, 0.010929256)","(0.4043489, 0.014287054)","(0.68346214, 0.0070486697)","(0.6827476, 0.00613116)","(1519.8, 0.3)","(0.14023283, 0.010431751)","(0.18690196, 0.014085089)","(0.3970071, 0.007307728)","(0.6146828, 0.009756262)","(0.70867866, 0.0030697235)","(0.69357455, 0.0041147275)","(604.7, 1088.4)"
sat_op_10_24_82916.cnf,0.5999999999999999,0.2623809523809524,0.08000000000000002,0.18273645546372821,0.3061331653014073,0.3831098615916956,"(34, 35)","(0.0, 0.0)","(0.0, 0.0)","(0.16666667, 0.27216554)","(0.16666667, 0.27216554)","(0.98253584, 0.0017293429)","(0.98253584, 0.0017293429)","(62.3, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.05, 0.15811388)","(0.05, 0.15811388)","(0.9822334, 0.00089322275)","(0.9565363, 0.00616846)","(32.7, 33.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.9837059, 0.00044728897)","(0.9837059, 0.00044728897)","(61.8, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.9825451, 0.0011185119)","(0.9525005, 0.0067621805)","(31.0, 32.5)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.9822539, 0.0012699704)","(0.9822539, 0.0012699704)","(60.1, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.25833336, 0.3389572)","(0.25833336, 0.3389572)","(0.98179233, 0.0008409925)","(0.9517933, 0.009029103)","(32.5, 33.7)","(0.0, 0.0)","(0.0, 0.0)","(0.1, 0.21081851)","(0.1, 0.21081851)","(0.9827341, 0.001121956)","(0.9827341, 0.001121956)","(61.5, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.2, 0.2581989)","(0.2, 0.2581989)","(0.98253614, 0.0013469299)","(0.9530028, 0.0060194777)","(32.3, 32.9)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.9828659, 0.000917025)","(0.9828659, 0.000917025)","(59.9, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.05, 0.15811388)","(0.05, 0.15811388)","(0.98231584, 0.0013466814)","(0.95544636, 0.0035141902)","(32.2, 33.3)","(0.0, 0.0)","(0.0, 0.0)","(0.1, 0.21081851)","(0.1, 0.21081851)","(0.9828722, 0.0010859142)","(0.9828722, 0.0010859142)","(61.3, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.23333335, 0.3063122)","(0.23333335, 0.3063122)","(0.9814413, 0.0021972004)","(0.9517182, 0.0061009894)","(32.2, 32.6)"
sat_tseitin_20_155_22809.cnf,0.5692207792207792,0.5387219763380754,0.23671111111111118,0.2387505067339309,0.39338440451991286,0.41208340596075743,"(446, 447)","(0.07964601, 0.017968817)","(0.039823007, 0.008984408)","(0.89149773, 0.024183536)","(0.8909092, 0.024949757)","(0.9525385, 0.008676756)","(0.95223457, 0.008649255)","(478.9, 0.0)","(0.07692571, 0.021380562)","(0.051404215, 0.013801432)","(0.90085727, 0.016988605)","(0.9636914, 0.01030791)","(0.961851, 0.0045159846)","(0.9400039, 0.0051745684)","(304.9, 301.2)","(0.095259406, 0.015374811)","(0.047629703, 0.0076874057)","(0.876433, 0.020212317)","(0.875521, 0.021411287)","(0.94900054, 0.0072111217)","(0.9486362, 0.0071310583)","(478.5, 0.0)","(0.06953613, 0.014223546)","(0.0490013, 0.010916975)","(0.898023, 0.020985099)","(0.96776503, 0.006739444)","(0.96098864, 0.0064789914)","(0.9371382, 0.0073600686)","(304.1, 305.1)","(0.08457332, 0.02163383)","(0.04228666, 0.010816915)","(0.8947857, 0.022917029)","(0.8948599, 0.022758741)","(0.9519771, 0.009672888)","(0.9521674, 0.009425672)","(479.2, 0.0)","(0.07247877, 0.015559318)","(0.050190143, 0.012410277)","(0.893896, 0.016884621)","(0.96661854, 0.006980008)","(0.96040326, 0.0058629042)","(0.93693745, 0.0063535534)","(301.6, 306.2)","(0.08637203, 0.02053022)","(0.043186016, 0.01026511)","(0.89248323, 0.026470238)","(0.89252603, 0.026885195)","(0.9525027, 0.008820491)","(0.95266134, 0.008708118)","(484.6, 0.0)","(0.08292414, 0.032080654)","(0.05470147, 0.01739065)","(0.8999713, 0.015529857)","(0.96930695, 0.005992292)","(0.9612511, 0.005358844)","(0.9385232, 0.0090616215)","(303.3, 302.9)","(0.0631577, 0.017612414)","(0.03157885, 0.008806207)","(0.9033591, 0.01910867)","(0.904706, 0.018925969)","(0.95773757, 0.008565212)","(0.95805645, 0.009087173)","(469.7, 0.0)","(0.06909342, 0.023453124)","(0.048621736, 0.014956138)","(0.9070915, 0.016841387)","(0.9702528, 0.0066868197)","(0.9632219, 0.004606295)","(0.93858415, 0.0067690974)","(301.4, 305.9)","(0.095645264, 0.038120188)","(0.047822632, 0.019060094)","(0.89685667, 0.021783635)","(0.89649355, 0.023585849)","(0.9527866, 0.007379769)","(0.95278805, 0.0075180507)","(473.9, 0.0)","(0.09268819, 0.020599402)","(0.06442879, 0.014228278)","(0.89767075, 0.019787377)","(0.96677524, 0.009632167)","(0.960865, 0.006033289)","(0.93797845, 0.009804467)","(300.6, 301.6)"
sat_dominating_60_970_47815.cnf,0.6887698168238949,0.7986089357767895,0.1934643183550644,0.4007366013825844,0.5470136877800055,0.5345164034121218,"(150, 1860)","(0.1548861, 0.013619815)","(0.07744305, 0.0068099075)","(0.46985483, 0.016795045)","(0.47080797, 0.01519063)","(0.72445244, 0.005211906)","(0.72467107, 0.006817267)","(1262.0, 0.0)","(0.14749818, 0.007906556)","(0.11791718, 0.010836219)","(0.46065626, 0.009718179)","(0.5427027, 0.015649432)","(0.73178893, 0.007159654)","(0.65107507, 0.0073522986)","(140.7, 1196.3)","(0.1467276, 0.011933928)","(0.0733638, 0.005966964)","(0.47122163, 0.014000882)","(0.46904236, 0.01527231)","(0.72436756, 0.007703275)","(0.72564375, 0.0059597697)","(1263.7, 0.1)","(0.14768775, 0.013141301)","(0.10796146, 0.007813184)","(0.4668178, 0.011523331)","(0.54591656, 0.013733663)","(0.73495835, 0.006125318)","(0.6561225, 0.008386021)","(140.2, 1180.4)","(0.14493224, 0.012440281)","(0.07246612, 0.0062201405)","(0.46482626, 0.009020715)","(0.46166706, 0.009371513)","(0.72428143, 0.0047404314)","(0.72365797, 0.0054098964)","(1267.8, 0.0)","(0.14317593, 0.01616458)","(0.109272406, 0.009772262)","(0.45993137, 0.0098590925)","(0.54546, 0.01258918)","(0.7333298, 0.0048958)","(0.65190154, 0.007305005)","(139.5, 1196.9)","(0.15498795, 0.012161082)","(0.07749397, 0.006080541)","(0.4622956, 0.015065437)","(0.4650615, 0.012489687)","(0.7207707, 0.006378548)","(0.72084105, 0.0058889906)","(1272.1, 0.0)","(0.15014973, 0.01413581)","(0.11658536, 0.011862051)","(0.46275267, 0.014906577)","(0.54146147, 0.016712181)","(0.7345303, 0.0066699423)","(0.65157, 0.0066913157)","(140.2, 1186.8)","(0.14913252, 0.013929159)","(0.07456626, 0.0069645797)","(0.4605015, 0.013222983)","(0.46102437, 0.015129232)","(0.72227705, 0.008432048)","(0.7224374, 0.007114287)","(1268.6, 0.0)","(0.15361834, 0.01707)","(0.115082815, 0.013439147)","(0.46659908, 0.010292139)","(0.54491085, 0.010618861)","(0.73303825, 0.007381046)","(0.6514096, 0.008642128)","(139.7, 1193.1)","(0.1511829, 0.01403822)","(0.07559145, 0.00701911)","(0.46579438, 0.013309265)","(0.46514004, 0.016191911)","(0.72434086, 0.009934519)","(0.72435486, 0.010167378)","(1265.0, 0.0)","(0.15310262, 0.011396904)","(0.11866287, 0.008082013)","(0.46052533, 0.013001242)","(0.5467011, 0.01711243)","(0.734118, 0.008035973)","(0.6529934, 0.0048544267)","(139.3, 1190.3)"
