Instance,original clu. VIG,original clu. LIG,original mod. VIG,original mod. LIG,original mod. VCG,original mod. LCG,original parity,parFalse_maskNone clu. VIG,parFalse_maskNone clu. LIG,parFalse_maskNone mod. VIG,parFalse_maskNone mod. LIG,parFalse_maskNone mod. VCG,parFalse_maskNone mod. LCG,parFalse_maskNone parity,parFalse_maskclause clu. VIG,parFalse_maskclause clu. LIG,parFalse_maskclause mod. VIG,parFalse_maskclause mod. LIG,parFalse_maskclause mod. VCG,parFalse_maskclause mod. LCG,parFalse_maskclause parity,parFalse_maskvar clu. VIG,parFalse_maskvar clu. LIG,parFalse_maskvar mod. VIG,parFalse_maskvar mod. LIG,parFalse_maskvar mod. VCG,parFalse_maskvar mod. LCG,parFalse_maskvar parity,"parFalse_mask['clause', 'var'] clu. VIG","parFalse_mask['clause', 'var'] clu. LIG","parFalse_mask['clause', 'var'] mod. VIG","parFalse_mask['clause', 'var'] mod. LIG","parFalse_mask['clause', 'var'] mod. VCG","parFalse_mask['clause', 'var'] mod. LCG","parFalse_mask['clause', 'var'] parity",parTrue_maskNone clu. VIG,parTrue_maskNone clu. LIG,parTrue_maskNone mod. VIG,parTrue_maskNone mod. LIG,parTrue_maskNone mod. VCG,parTrue_maskNone mod. LCG,parTrue_maskNone parity,parTrue_maskclause clu. VIG,parTrue_maskclause clu. LIG,parTrue_maskclause mod. VIG,parTrue_maskclause mod. LIG,parTrue_maskclause mod. VCG,parTrue_maskclause mod. LCG,parTrue_maskclause parity,parTrue_maskvar clu. VIG,parTrue_maskvar clu. LIG,parTrue_maskvar mod. VIG,parTrue_maskvar mod. LIG,parTrue_maskvar mod. VCG,parTrue_maskvar mod. LCG,parTrue_maskvar parity,"parTrue_mask['clause', 'var'] clu. VIG","parTrue_mask['clause', 'var'] clu. LIG","parTrue_mask['clause', 'var'] mod. VIG","parTrue_mask['clause', 'var'] mod. LIG","parTrue_mask['clause', 'var'] mod. VCG","parTrue_mask['clause', 'var'] mod. LCG","parTrue_mask['clause', 'var'] parity"
unsat_php_105_540_1462.cnf,0.5454816733056451,0.9904761904761905,0.566634284125434,0.9404602050781248,0.815212905932381,0.7564501167538755,"(105, 1040)","(0.11634575, 0.019064859)","(0.058172874, 0.009532429)","(0.8073802, 0.023016848)","(0.8097641, 0.02278285)","(0.90824527, 0.009948811)","(0.9082764, 0.010347188)","(624.7, 0.0)","(0.1286568, 0.04657844)","(0.0652035, 0.025979223)","(0.7523144, 0.11472703)","(0.7520834, 0.11542019)","(0.87578267, 0.077185445)","(0.8748778, 0.0783496)","(677.4, 0.7)","(0.10966897, 0.039673097)","(0.054834485, 0.019836549)","(0.75301224, 0.10872009)","(0.7555311, 0.10610555)","(0.88425666, 0.057255417)","(0.88379127, 0.057568826)","(608.5, 0.2)","(0.13225982, 0.055949904)","(0.08076822, 0.07298998)","(0.7520504, 0.20122536)","(0.7628496, 0.16893189)","(0.8699576, 0.1289673)","(0.87127626, 0.1239998)","(642.5, 20.4)","(0.12651291, 0.030194568)","(0.07496751, 0.016795544)","(0.80765516, 0.011315641)","(0.86497164, 0.016434921)","(0.91358995, 0.00760029)","(0.7581085, 0.009842552)","(95.5, 588.2)","(0.12128365, 0.06689149)","(0.08027832, 0.062441956)","(0.76569974, 0.1267025)","(0.8305758, 0.12489344)","(0.8860508, 0.09114747)","(0.74347425, 0.087704174)","(95.4, 614.7)","(0.11927825, 0.025763819)","(0.06924937, 0.013088542)","(0.77157557, 0.11198902)","(0.8293826, 0.10080596)","(0.8982254, 0.05050153)","(0.7670786, 0.017828116)","(96.8, 570.8)","(0.13828607, 0.060092833)","(0.10276906, 0.10236936)","(0.7251694, 0.19224785)","(0.7886035, 0.18643776)","(0.86508924, 0.12952527)","(0.73241293, 0.086880594)","(96.8, 629.9)"
sat_cliquecoloring_93_637.cnf,0.5657053888552951,0.7985000451793631,0.43238978660703153,0.6712819160103572,0.5821570672367452,0.6247024694893801,"(258, 1389)","(0.13743542, 0.019057205)","(0.06871771, 0.0095286025)","(0.57496274, 0.011570343)","(0.57526493, 0.012492939)","(0.7877607, 0.008171154)","(0.78949416, 0.005821244)","(971.2, 0.0)","(0.15466838, 0.027449444)","(0.08400486, 0.03242125)","(0.5516161, 0.09671978)","(0.555462, 0.08602914)","(0.7649781, 0.07583563)","(0.7666955, 0.07629532)","(1029.0, 4.9)","(0.14063999, 0.0129003115)","(0.07197055, 0.008813652)","(0.5552281, 0.099975005)","(0.5609113, 0.08830086)","(0.7773944, 0.055654045)","(0.7764915, 0.0558943)","(946.2, 4.7)","(0.18248928, 0.09011503)","(0.09815979, 0.06645999)","(0.53893435, 0.15134732)","(0.55099475, 0.11586073)","(0.751789, 0.11680572)","(0.75394595, 0.109356724)","(996.6, 49.3)","(0.15440547, 0.008211494)","(0.12982386, 0.006234638)","(0.5704272, 0.012090699)","(0.72558844, 0.015907258)","(0.80136025, 0.0059307585)","(0.74123305, 0.007482389)","(223.4, 859.2)","(0.15298419, 0.043763876)","(0.13033392, 0.06493358)","(0.54639614, 0.09697544)","(0.6826366, 0.111495644)","(0.77931386, 0.08679781)","(0.72035927, 0.08149563)","(226.4, 904.7)","(0.14826237, 0.02018159)","(0.12075375, 0.013490847)","(0.54833066, 0.09500159)","(0.6913854, 0.09531938)","(0.7882061, 0.050223675)","(0.73360735, 0.031722024)","(221.3, 843.0)","(0.17275925, 0.09040525)","(0.14697564, 0.088052616)","(0.52664024, 0.14848292)","(0.670262, 0.1724206)","(0.7647768, 0.121601135)","(0.70994246, 0.1014639)","(226.6, 905.9)"
unsat_op_90_775_20696.cnf,0.5757575757575762,0.13031052185800454,0.23658810325476992,0.2724494018829873,0.46330897097130863,0.48836547291092747,"(780, 1530)","(0.14089158, 0.0058312193)","(0.07065245, 0.002807103)","(0.38676164, 0.011574349)","(0.38622266, 0.007005156)","(0.673435, 0.006111622)","(0.67520344, 0.0049410113)","(1550.4, 0.7)","(0.14838311, 0.021524182)","(0.09356268, 0.07129649)","(0.3736, 0.059095934)","(0.37733102, 0.039304927)","(0.65806663, 0.06524775)","(0.6568884, 0.06632242)","(1585.7, 18.3)","(0.15664832, 0.034070205)","(0.087519, 0.04584105)","(0.36690623, 0.06606535)","(0.37652355, 0.04168168)","(0.66550076, 0.04113894)","(0.66513, 0.03848609)","(1511.7, 21.7)","(0.1923029, 0.14125834)","(0.09667745, 0.07227668)","(0.35507098, 0.101490125)","(0.3639699, 0.08008955)","(0.6456978, 0.09812998)","(0.6464272, 0.08897881)","(1541.8, 79.2)","(0.14393707, 0.006462329)","(0.18632616, 0.012117254)","(0.39516136, 0.010651845)","(0.6115439, 0.006591035)","(0.70627147, 0.0049274345)","(0.69273216, 0.004390686)","(616.5, 1089.8)","(0.14894906, 0.024820346)","(0.19702187, 0.033565603)","(0.37438148, 0.060797952)","(0.58968604, 0.09574082)","(0.68267757, 0.07491858)","(0.6723552, 0.07088748)","(637.8, 1131.5)","(0.15311924, 0.034240283)","(0.18492515, 0.017270712)","(0.36677018, 0.06929581)","(0.57937586, 0.09600421)","(0.68980587, 0.045256317)","(0.6806964, 0.03694291)","(611.3, 1085.2)","(0.19333236, 0.14053157)","(0.2041115, 0.040024064)","(0.357118, 0.10204082)","(0.55842865, 0.14435124)","(0.6713761, 0.10617311)","(0.6614927, 0.09478642)","(637.7, 1141.7)"
sat_dominating_70_1295_38583.cnf,0.6925635379271909,0.7952299676118649,0.18486179405829573,0.3960412748622941,0.5526241776431146,0.5353074115600329,"(170, 2500)","(0.14298314, 0.011499632)","(0.073048644, 0.005496574)","(0.328389, 0.007730289)","(0.33211118, 0.009119547)","(0.6346847, 0.003382299)","(0.63605756, 0.005114633)","(1880.2, 3.5)","(0.14161539, 0.008712552)","(0.074883506, 0.013086703)","(0.31936648, 0.030204315)","(0.32556048, 0.021045484)","(0.6268159, 0.02564303)","(0.62658805, 0.024148107)","(1929.0, 6.3)","(0.17077208, 0.090545855)","(0.09277276, 0.05987189)","(0.3098769, 0.0717091)","(0.32069367, 0.04451553)","(0.6237718, 0.043235302)","(0.6265044, 0.03865934)","(1825.3, 43.8)","(0.19350953, 0.16489956)","(0.09623536, 0.07533959)","(0.3039599, 0.087481506)","(0.31462747, 0.06445938)","(0.6154047, 0.07292976)","(0.6172718, 0.065148175)","(1841.1, 87.8)","(0.14199248, 0.0071101277)","(0.13973258, 0.010741233)","(0.3290615, 0.008017038)","(0.39548406, 0.0062380144)","(0.6430513, 0.0034388667)","(0.58741015, 0.004022995)","(161.9, 1771.4)","(0.14604113, 0.019996721)","(0.14075598, 0.02808794)","(0.31592056, 0.03639366)","(0.38432875, 0.042409375)","(0.63024694, 0.04047516)","(0.5800669, 0.036867708)","(162.3, 1838.9)","(0.16988224, 0.08981367)","(0.15330666, 0.070801444)","(0.30542594, 0.07017879)","(0.37206346, 0.076176874)","(0.627459, 0.04720706)","(0.5825961, 0.030319)","(161.7, 1760.7)","(0.19647388, 0.17021488)","(0.17810836, 0.14061664)","(0.29820067, 0.085715495)","(0.36293224, 0.09421977)","(0.6197771, 0.07896804)","(0.571622, 0.05942259)","(162.8, 1816.7)"
sat_php_222_892_20705.cnf,0.5910802008048951,1.0,0.3936044311385775,0.9430657572038055,0.852354700425638,0.781807491768789,"(222, 1764)","(0.15544298, 0.016756438)","(0.07772467, 0.00838197)","(0.47628814, 0.010180114)","(0.4766168, 0.012100267)","(0.72668916, 0.006696746)","(0.72790504, 0.0050736764)","(1252.5, 0.1)","(0.15201777, 0.02003473)","(0.08025915, 0.022243395)","(0.44247717, 0.057596806)","(0.4462801, 0.05088918)","(0.7082058, 0.046661805)","(0.7069844, 0.045420438)","(1327.6, 3.8)","(0.15133774, 0.0052735563)","(0.07569554, 0.0026095344)","(0.4652823, 0.015088222)","(0.46476597, 0.01781462)","(0.72433275, 0.008649671)","(0.7241981, 0.008673305)","(1247.8, 0.2)","(0.15098593, 0.019304696)","(0.08408914, 0.03342103)","(0.44966164, 0.06485876)","(0.45537716, 0.056466322)","(0.71041036, 0.05408473)","(0.71143323, 0.054453056)","(1321.7, 6.2)","(0.14843175, 0.012285287)","(0.12852736, 0.012772376)","(0.4701454, 0.014198502)","(0.583496, 0.018687075)","(0.74132985, 0.00777645)","(0.68062687, 0.0071718)","(201.0, 1142.1)","(0.16385782, 0.021068359)","(0.14384022, 0.04042437)","(0.45334387, 0.07019941)","(0.5670444, 0.08229101)","(0.72370994, 0.066375814)","(0.66157734, 0.05869778)","(202.5, 1181.9)","(0.14553541, 0.013175666)","(0.12988308, 0.016989106)","(0.46512604, 0.016025621)","(0.5804248, 0.025979573)","(0.7390834, 0.009433338)","(0.6776005, 0.008375215)","(200.1, 1135.2)","(0.1561777, 0.024351107)","(0.13851151, 0.037875794)","(0.44644737, 0.07423885)","(0.554547, 0.08786633)","(0.72070575, 0.068350814)","(0.6641122, 0.060410876)","(204.0, 1189.4)"
sat_3clique_30_348_3835.cnf,0.8368111690323586,0.9184055845161794,0.07187985717286285,0.45703125,0.4517554012345678,0.4601256187604094,"(30, 690)","(0.038412455, 0.01654544)","(0.019206228, 0.00827272)","(0.9382795, 0.0138144)","(0.9382795, 0.0138144)","(0.9769405, 0.0044375327)","(0.97692823, 0.0044604354)","(379.9, 0.0)","(0.078039214, 0.089216836)","(0.039612085, 0.046445735)","(0.89886415, 0.11769313)","(0.89986026, 0.11639405)","(0.95359147, 0.072287776)","(0.95261306, 0.07616306)","(410.8, 0.2)","(0.0630913, 0.04891852)","(0.035633195, 0.03701008)","(0.87112606, 0.21485138)","(0.8853613, 0.17002816)","(0.944506, 0.105087765)","(0.94543093, 0.10232044)","(352.4, 3.8)","(0.11971734, 0.24479139)","(0.058941655, 0.119503185)","(0.8450762, 0.28474787)","(0.85758, 0.24637978)","(0.91733044, 0.18513633)","(0.92202586, 0.16968417)","(382.7, 32.6)","(0.060334336, 0.014532645)","(0.031445608, 0.0079676965)","(0.9434574, 0.013273777)","(0.9496053, 0.009484028)","(0.9778966, 0.004090548)","(0.7824539, 0.01302401)","(29.2, 378.0)","(0.072081566, 0.10719396)","(0.039608724, 0.062972456)","(0.9005578, 0.13764521)","(0.91009873, 0.12663029)","(0.95188457, 0.08490606)","(0.7519222, 0.092073046)","(29.0, 403.8)","(0.069273636, 0.03590334)","(0.03615943, 0.01866021)","(0.87225854, 0.20009375)","(0.8823539, 0.18801624)","(0.94404906, 0.0998257)","(0.7636668, 0.04364745)","(29.0, 353.9)","(0.13435757, 0.24301651)","(0.09594474, 0.20988016)","(0.85558194, 0.2907911)","(0.8684449, 0.2657395)","(0.91978025, 0.18481278)","(0.74625427, 0.12329219)","(28.2, 401.5)"
unsat_dominating_80_1810_93932.cnf,0.7128759057047392,0.8440406334428762,0.24587878813191213,0.35531974892764806,0.5186384264076772,0.5181878540471627,"(220, 3500)","(0.14613293, 0.0041061225)","(0.10893561, 0.007517964)","(0.21525621, 0.0034170044)","(0.22974274, 0.003186934)","(0.5518152, 0.002916589)","(0.5516191, 0.0036488445)","(2929.3, 57.4)","(0.14717658, 0.005894887)","(0.1136771, 0.0155542)","(0.21698746, 0.010153108)","(0.23552969, 0.010999789)","(0.54947996, 0.012488349)","(0.549517, 0.010776257)","(2947.1, 63.4)","(0.18364516, 0.1303831)","(0.12872297, 0.062178317)","(0.20361345, 0.04710751)","(0.22438464, 0.027092522)","(0.5415031, 0.030220589)","(0.54399985, 0.024517102)","(2849.5, 131.4)","(0.20304093, 0.17751235)","(0.13730708, 0.07583925)","(0.20149343, 0.053275246)","(0.22231016, 0.036954056)","(0.5366844, 0.050113525)","(0.54027927, 0.041926146)","(2863.8, 165.0)","(0.14554839, 0.0056782216)","(0.18360317, 0.012877541)","(0.2170156, 0.0049421364)","(0.27103823, 0.005143186)","(0.55645645, 0.004564983)","(0.5270011, 0.004181966)","(213.4, 2819.4)","(0.15188602, 0.012495689)","(0.18809666, 0.019754281)","(0.21321902, 0.014234404)","(0.26155525, 0.019989848)","(0.5489095, 0.022626195)","(0.5199843, 0.022139765)","(214.7, 2852.6)","(0.18947318, 0.13441312)","(0.21245268, 0.11302403)","(0.20517954, 0.045058813)","(0.25214687, 0.047547877)","(0.54308844, 0.035837445)","(0.51881766, 0.026271325)","(212.3, 2798.9)","(0.20252638, 0.17243834)","(0.22505584, 0.1408725)","(0.19969572, 0.054565333)","(0.25138795, 0.05310556)","(0.53784883, 0.05240765)","(0.5129203, 0.041032873)","(214.3, 2845.6)"
unsat_php_101_489_89099.cnf,0.5425276011764075,1.0,0.5766967745762963,0.9431933029499815,0.8165371493467937,0.7600801651843733,"(101, 938)","(0.108657576, 0.023346588)","(0.054328788, 0.011673294)","(0.8448663, 0.020206816)","(0.84562904, 0.022998046)","(0.9264926, 0.009047647)","(0.92670214, 0.0086902995)","(562.7, 0.0)","(0.1195367, 0.05572606)","(0.060977012, 0.03138836)","(0.80783284, 0.1303186)","(0.81032944, 0.1255306)","(0.9041189, 0.079708844)","(0.90417814, 0.079182245)","(601.4, 1.0)","(0.09050979, 0.01662951)","(0.045254894, 0.008314755)","(0.8248528, 0.10440661)","(0.82458514, 0.10423789)","(0.9155448, 0.05447436)","(0.9152814, 0.05512604)","(538.5, 0.0)","(0.12884381, 0.060565352)","(0.08219835, 0.08494262)","(0.78440046, 0.21172178)","(0.7968728, 0.17302756)","(0.8879116, 0.1337478)","(0.88849753, 0.13145997)","(574.8, 22.6)","(0.09361066, 0.018884286)","(0.056983255, 0.012265363)","(0.849767, 0.011669275)","(0.89952916, 0.0130222505)","(0.9350934, 0.005167771)","(0.78363955, 0.0074082646)","(91.6, 514.4)","(0.13758114, 0.06543322)","(0.087128565, 0.054712776)","(0.79873335, 0.1413253)","(0.85828954, 0.13409708)","(0.89955795, 0.09592972)","(0.7534628, 0.084251285)","(93.5, 565.7)","(0.08787201, 0.02400664)","(0.053161144, 0.0122548565)","(0.8059846, 0.09240525)","(0.8732092, 0.07850746)","(0.91806877, 0.039951775)","(0.78698957, 0.013127926)","(92.4, 501.0)","(0.12474239, 0.061584834)","(0.095379636, 0.102664806)","(0.7814915, 0.20600699)","(0.8393146, 0.19785936)","(0.8900356, 0.13366725)","(0.7525809, 0.09227254)","(92.2, 554.7)"
sat_tseitin_20_125_40151.cnf,0.5483333333333333,0.5038650633851872,0.2805990874826423,0.2805990874826423,0.4918069827534403,0.4491833359052505,"(322, 323)","(0.036004625, 0.018018184)","(0.018002313, 0.009009092)","(0.9419276, 0.0141293835)","(0.9420661, 0.01385235)","(0.9812234, 0.0042124204)","(0.9812169, 0.0042541497)","(345.0, 0.0)","(0.08676711, 0.16171463)","(0.06410669, 0.14616887)","(0.8862792, 0.18105893)","(0.9023177, 0.13167791)","(0.93901, 0.13527785)","(0.9443793, 0.11846687)","(358.1, 14.7)","(0.10244689, 0.123129316)","(0.04210241, 0.03317034)","(0.86688125, 0.23066184)","(0.8799511, 0.18977776)","(0.9430126, 0.11929726)","(0.94390744, 0.11647656)","(329.3, 4.8)","(0.13869059, 0.30325377)","(0.105057314, 0.26442575)","(0.84827346, 0.29842973)","(0.8517952, 0.2873079)","(0.9005907, 0.25260258)","(0.9073578, 0.23141411)","(346.3, 35.7)","(0.055065196, 0.02871721)","(0.03106176, 0.015537403)","(0.9335915, 0.0161355)","(0.96394694, 0.009004724)","(0.98164576, 0.0035123052)","(0.9655843, 0.0069244)","(227.1, 227.5)","(0.083954066, 0.15084705)","(0.072429754, 0.16495101)","(0.89295024, 0.182021)","(0.93179953, 0.11900455)","(0.94190276, 0.13604343)","(0.93241656, 0.12160488)","(235.4, 234.1)","(0.084117, 0.10549416)","(0.039792813, 0.03217458)","(0.8621435, 0.21479023)","(0.91323054, 0.16577494)","(0.9427708, 0.12274389)","(0.93410826, 0.10422036)","(210.2, 211.1)","(0.15049514, 0.29931563)","(0.11551026, 0.2622758)","(0.85514945, 0.30067727)","(0.87482166, 0.30034852)","(0.90602607, 0.24913)","(0.89876556, 0.2216476)","(234.7, 235.0)"
unsat_4color_80_380_64167.cnf,0.25639610389610407,0.628198051948052,0.4258333333333333,0.5877083333333332,0.652759375,0.6089593749999996,"(80, 720)","(0.05304395, 0.021075163)","(0.026521975, 0.0105375815)","(0.92776316, 0.014981342)","(0.92759067, 0.015399571)","(0.968977, 0.0053030653)","(0.96911097, 0.005028445)","(418.6, 0.0)","(0.08880811, 0.08317305)","(0.04475007, 0.042644296)","(0.8922633, 0.12444523)","(0.89273894, 0.12329627)","(0.9442466, 0.081743106)","(0.94544905, 0.07876339)","(456.8, 0.5)","(0.07615904, 0.039818082)","(0.03807952, 0.019909041)","(0.88073885, 0.116317526)","(0.8795675, 0.12157174)","(0.9464672, 0.064053856)","(0.94672376, 0.06328054)","(413.8, 0.1)","(0.0995496, 0.07748495)","(0.06772644, 0.09460486)","(0.83792794, 0.23130943)","(0.8518988, 0.18823804)","(0.9166317, 0.14496721)","(0.9185257, 0.13839436)","(444.8, 18.4)","(0.06258184, 0.025855195)","(0.03511422, 0.014318089)","(0.9242939, 0.019321255)","(0.94443893, 0.016224096)","(0.96876204, 0.0070289536)","(0.82431746, 0.00864769)","(74.1, 405.0)","(0.097159445, 0.10478551)","(0.05892046, 0.0758735)","(0.881241, 0.14110486)","(0.90802324, 0.117911346)","(0.9424499, 0.08913663)","(0.79879385, 0.093348034)","(75.3, 430.2)","(0.062573686, 0.028101565)","(0.034150388, 0.014750473)","(0.9013976, 0.11723388)","(0.9282858, 0.09234298)","(0.9582241, 0.05104104)","(0.8254423, 0.020857502)","(73.9, 379.4)","(0.092652306, 0.0822537)","(0.076283455, 0.12190935)","(0.8481463, 0.23385596)","(0.87561893, 0.21426451)","(0.9224197, 0.14743404)","(0.7916028, 0.106690265)","(74.8, 431.8)"
unsat_php_93_843_78057.cnf,0.6996399805417642,1.0,0.6230650513701392,0.8590627570523061,0.7560578759910731,0.7283461872061335,"(93, 1646)","(0.15244164, 0.018495856)","(0.07622082, 0.009247928)","(0.5532369, 0.012856505)","(0.55169165, 0.01154839)","(0.77432597, 0.004760422)","(0.7746786, 0.005853313)","(1034.3, 0.0)","(0.15329371, 0.02202228)","(0.07814282, 0.014951833)","(0.53169453, 0.070773624)","(0.5297095, 0.07021498)","(0.75662553, 0.05302057)","(0.756342, 0.05335111)","(1091.8, 1.4)","(0.1500689, 0.018930856)","(0.07852851, 0.018097756)","(0.51692444, 0.0919452)","(0.5197343, 0.07436982)","(0.756523, 0.054581683)","(0.75673276, 0.05364307)","(1012.2, 7.2)","(0.17114544, 0.07324993)","(0.09505461, 0.06630467)","(0.5083233, 0.13523807)","(0.5162977, 0.103108495)","(0.7396095, 0.097062685)","(0.74189675, 0.091828674)","(1060.1, 40.2)","(0.15336248, 0.015376189)","(0.09832876, 0.010586235)","(0.5525677, 0.014650325)","(0.60804534, 0.014848502)","(0.7798263, 0.0082567055)","(0.660543, 0.00464028)","(87.2, 994.9)","(0.15960175, 0.027013686)","(0.107351705, 0.04002559)","(0.52404743, 0.08386821)","(0.57915115, 0.08543937)","(0.76138085, 0.06655813)","(0.64274275, 0.056109384)","(88.3, 1051.1)","(0.1456125, 0.013507713)","(0.09520654, 0.012136856)","(0.52343756, 0.08803202)","(0.58548653, 0.08911747)","(0.7683966, 0.04956524)","(0.65783, 0.017331684)","(89.4, 971.0)","(0.17222464, 0.07868739)","(0.12676, 0.10034725)","(0.5060495, 0.13687122)","(0.56084466, 0.14571351)","(0.7472709, 0.10551285)","(0.6366727, 0.06839926)","(89.1, 1046.7)"
unsat_tseitin_20_120_91167.cnf,0.5350793650793653,0.5112815186189799,0.22652804032766233,0.2268057958477509,0.4854756717501816,0.3864114260917549,"(306, 306)","(0.045612782, 0.023802577)","(0.022806391, 0.011901288)","(0.9372938, 0.021609176)","(0.9372938, 0.021609176)","(0.98181456, 0.0032741167)","(0.98184574, 0.0032094836)","(331.6, 0.0)","(0.07387864, 0.16175239)","(0.058692552, 0.14946273)","(0.89269525, 0.17355937)","(0.9101449, 0.11860179)","(0.9424095, 0.13213994)","(0.9468235, 0.118322626)","(343.2, 13.6)","(0.06221143, 0.07846223)","(0.030403335, 0.037080664)","(0.871652, 0.20249397)","(0.88476074, 0.16128291)","(0.9480947, 0.10600301)","(0.94817126, 0.10591166)","(309.4, 3.2)","(0.13142893, 0.3053876)","(0.099817455, 0.26049492)","(0.84706134, 0.29836902)","(0.8510497, 0.28625867)","(0.90645826, 0.24543571)","(0.9115553, 0.22940595)","(324.2, 35.2)","(0.032076307, 0.030983955)","(0.01998765, 0.018411987)","(0.946929, 0.0137680005)","(0.9691844, 0.004797198)","(0.98504794, 0.0026462332)","(0.9698342, 0.0044440352)","(215.6, 214.9)","(0.08644606, 0.15437599)","(0.07121533, 0.15681604)","(0.87842524, 0.1734902)","(0.92445695, 0.11955445)","(0.9414384, 0.13405819)","(0.9327512, 0.11688568)","(223.7, 224.3)","(0.06750016, 0.0921299)","(0.030778509, 0.03281864)","(0.8836206, 0.20225385)","(0.9219492, 0.14278087)","(0.95117104, 0.10862428)","(0.9384993, 0.10428174)","(201.0, 198.8)","(0.13042812, 0.30572182)","(0.102554165, 0.26122123)","(0.83719796, 0.29544434)","(0.8635708, 0.29050422)","(0.9055582, 0.24932817)","(0.8978273, 0.22780687)","(223.6, 218.2)"
unsat_subsetcard_35_170_37751.cnf,0.4951597608740464,0.9714285714285714,0.4639651816608997,0.8969506920415227,0.6135204081632654,0.6670267350796653,"(540, 104)","(0.05262088, 0.018872235)","(0.02631044, 0.0094361175)","(0.9408552, 0.01997141)","(0.9408552, 0.01997141)","(0.97923195, 0.006230666)","(0.97921306, 0.006238338)","(357.1, 0.0)","(0.08968848, 0.13500492)","(0.05732109, 0.10684706)","(0.8952457, 0.155949)","(0.9047518, 0.12601882)","(0.94298065, 0.121393025)","(0.94530857, 0.11373612)","(372.2, 7.3)","(0.058240376, 0.051337253)","(0.028791392, 0.024700882)","(0.8819032, 0.18101996)","(0.88744336, 0.16368854)","(0.95016766, 0.09427924)","(0.95002794, 0.09494433)","(335.0, 2.0)","(0.13097267, 0.26472113)","(0.06790073, 0.13998298)","(0.8439354, 0.28911027)","(0.854529, 0.2556488)","(0.91106987, 0.21508549)","(0.9162757, 0.19863634)","(343.0, 34.8)","(0.045806535, 0.025090972)","(0.026711714, 0.014950573)","(0.9324201, 0.021942899)","(0.9538784, 0.015811829)","(0.98057956, 0.0050338665)","(0.97726715, 0.004396703)","(313.7, 93.3)","(0.08400224, 0.13240378)","(0.06294224, 0.12447123)","(0.8886216, 0.15904836)","(0.92009085, 0.12339638)","(0.9420303, 0.123506136)","(0.94249135, 0.11372258)","(333.6, 93.9)","(0.058698665, 0.042503458)","(0.028170671, 0.015847882)","(0.8814193, 0.18041585)","(0.9122237, 0.13529535)","(0.95360315, 0.085301705)","(0.9505159, 0.08291337)","(303.0, 87.4)","(0.12554112, 0.2656089)","(0.0899998, 0.21189599)","(0.849893, 0.29036736)","(0.87051076, 0.26765385)","(0.9139902, 0.21591379)","(0.91373473, 0.20463625)","(339.4, 94.5)"
sat_subsetcard_64_896_25143.cnf,0.46153846153846084,1.0,0.27036830357142855,0.9375,0.47499564034598213,0.8708681690449618,"(2240, 2240)","(0.1652764, 0.0029380184)","(0.19723317, 0.0102261165)","(0.17496975, 0.008051398)","(0.20366713, 0.0059377514)","(0.50758666, 0.0020108954)","(0.5100766, 0.0027658704)","(3650.7, 176.2)","(0.18127526, 0.056971584)","(0.1968452, 0.037144214)","(0.16718104, 0.026410447)","(0.20037916, 0.016545365)","(0.48895758, 0.06513464)","(0.49318486, 0.06053702)","(3641.0, 252.9)","(0.23151536, 0.20464422)","(0.2095491, 0.06332498)","(0.15860705, 0.044414848)","(0.1938751, 0.032270513)","(0.49660024, 0.029387131)","(0.50209105, 0.023551425)","(3529.0, 289.8)","(0.249843, 0.26238114)","(0.2543204, 0.1735568)","(0.15564637, 0.05485923)","(0.19005398, 0.05364294)","(0.47935492, 0.09074815)","(0.48472196, 0.08339477)","(3506.8, 402.0)","(0.16503319, 0.003179875)","(0.15352409, 0.005524219)","(0.17408986, 0.004027555)","(0.29119253, 0.00329721)","(0.5241377, 0.0026017937)","(0.53269863, 0.003100754)","(1989.2, 1994.8)","(0.18518792, 0.055546097)","(0.15984398, 0.015067047)","(0.16761589, 0.028468775)","(0.2774427, 0.040235538)","(0.50251544, 0.06985942)","(0.51228297, 0.065183006)","(2018.2, 2020.9)","(0.23057589, 0.20869231)","(0.17491446, 0.07115046)","(0.15802458, 0.04529665)","(0.2701719, 0.060795918)","(0.51355374, 0.039415233)","(0.5221445, 0.034105938)","(1979.1, 1989.4)","(0.24764784, 0.2622734)","(0.21235056, 0.18933788)","(0.1553654, 0.054737523)","(0.26703167, 0.07985277)","(0.49442035, 0.09543757)","(0.50419676, 0.090744264)","(2015.7, 2026.6)"
